baseClass,baseLabel,equivalentClass,equivalentLabel
http://purl.obolibrary.org/obo/HP_0002023,Anal atresia,http://purl.obolibrary.org/obo/MP_0003130,anal atresia
http://purl.obolibrary.org/obo/HP_0002025,Anal stenosis,http://purl.obolibrary.org/obo/MP_0009052,anal stenosis
http://purl.obolibrary.org/obo/HP_0002032,Esophageal atresia,http://purl.obolibrary.org/obo/MP_0003276,esophageal atresia
http://purl.obolibrary.org/obo/HP_0002033,Poor suck,http://purl.obolibrary.org/obo/MP_0001436,abnormal suckling behavior
http://purl.obolibrary.org/obo/HP_0002035,Rectal prolapse,http://purl.obolibrary.org/obo/MP_0000493,rectal prolapse
http://purl.obolibrary.org/obo/HP_0002043,Esophageal stricture,http://purl.obolibrary.org/obo/MP_0010884,esophagus stenosis
http://purl.obolibrary.org/obo/HP_0002048,Renal cortical atrophy,http://purl.obolibrary.org/obo/MP_0011423,kidney cortex atrophy
http://purl.obolibrary.org/obo/HP_0002089,Pulmonary hypoplasia,http://purl.obolibrary.org/obo/MP_0001178,pulmonary hypoplasia
http://purl.obolibrary.org/obo/HP_0002093,Respiratory insufficiency,http://purl.obolibrary.org/obo/MP_0001953,respiratory failure
http://purl.obolibrary.org/obo/HP_0002097,Emphysema,http://purl.obolibrary.org/obo/MP_0001958,emphysema
http://purl.obolibrary.org/obo/HP_0002104,Apnea,http://purl.obolibrary.org/obo/MP_0001957,apnea
http://purl.obolibrary.org/obo/HP_0002119,Ventriculomegaly,http://purl.obolibrary.org/obo/MP_0011380,enlarged brain ventricles
http://purl.obolibrary.org/obo/HP_0002148,Hypophosphatemia,http://purl.obolibrary.org/obo/MP_0000198,decreased circulating phosphate level
http://purl.obolibrary.org/obo/HP_0002149,Hyperuricemia,http://purl.obolibrary.org/obo/MP_0008821,increased blood uric acid level
http://purl.obolibrary.org/obo/HP_0002150,Hypercalciuria,http://purl.obolibrary.org/obo/MP_0005441,increased urine calcium level
http://purl.obolibrary.org/obo/HP_0002153,Hyperkalemia,http://purl.obolibrary.org/obo/MP_0005627,increased circulating potassium level
http://purl.obolibrary.org/obo/HP_0002154,Hyperglycinemia,http://purl.obolibrary.org/obo/MP_0030655,increased circulating glycine level
http://purl.obolibrary.org/obo/HP_0002155,Hypertriglyceridemia,http://purl.obolibrary.org/obo/MP_0001552,increased circulating triglyceride level
http://purl.obolibrary.org/obo/HP_0002161,Hyperlysinemia,http://purl.obolibrary.org/obo/MP_0030718,increased circulating lysine level
http://purl.obolibrary.org/obo/HP_0002170,Intracranial hemorrhage,http://purl.obolibrary.org/obo/MP_0001915,intracranial hemorrhage
http://purl.obolibrary.org/obo/HP_0002198,Dilated fourth ventricle,http://purl.obolibrary.org/obo/MP_0000829,dilated fourth ventricle
http://purl.obolibrary.org/obo/HP_0002206,Pulmonary fibrosis,http://purl.obolibrary.org/obo/MP_0006050,pulmonary fibrosis
http://purl.obolibrary.org/obo/HP_0002208,Coarse hair,http://purl.obolibrary.org/obo/MP_0002832,coarse hair
http://purl.obolibrary.org/obo/HP_0002239,Gastrointestinal hemorrhage,http://purl.obolibrary.org/obo/MP_0000465,gastrointestinal hemorrhage
http://purl.obolibrary.org/obo/HP_0002240,Hepatomegaly,http://purl.obolibrary.org/obo/MP_0000599,enlarged liver
http://purl.obolibrary.org/obo/HP_0002247,Duodenal atresia,http://purl.obolibrary.org/obo/MP_0003272,duodenal atresia
http://purl.obolibrary.org/obo/HP_0002249,Melena,http://purl.obolibrary.org/obo/MP_0003292,melena
http://purl.obolibrary.org/obo/HP_0002298,Absent hair,http://purl.obolibrary.org/obo/MP_0003815,hairless
http://purl.obolibrary.org/obo/HP_0002335,Agenesis of cerebellar vermis,http://purl.obolibrary.org/obo/MP_0000865,absent cerebellum vermis
http://purl.obolibrary.org/obo/HP_0002375,Hypokinesia,http://purl.obolibrary.org/obo/MP_0005156,bradykinesia
http://purl.obolibrary.org/obo/HP_0002398,Degeneration of anterior horn cells,http://purl.obolibrary.org/obo/MP_0000938,motor neuron degeneration
http://purl.obolibrary.org/obo/HP_0002410,Aqueductal stenosis,http://purl.obolibrary.org/obo/MP_0002958,cerebral aqueductal stenosis
http://purl.obolibrary.org/obo/HP_0002450,Abnormal motor neuron morphology,http://purl.obolibrary.org/obo/MP_0000937,abnormal motor neuron morphology
http://purl.obolibrary.org/obo/HP_0002558,Supernumerary nipple,http://purl.obolibrary.org/obo/MP_0009723,increased nipple number
http://purl.obolibrary.org/obo/HP_0002561,Absent nipple,http://purl.obolibrary.org/obo/MP_0009733,absent nipple
http://purl.obolibrary.org/obo/HP_0002575,Tracheoesophageal fistula,http://purl.obolibrary.org/obo/MP_0003321,tracheoesophageal fistula
http://purl.obolibrary.org/obo/HP_0002588,Duodenal ulcer,http://purl.obolibrary.org/obo/MP_0003273,duodenal ulcer
http://purl.obolibrary.org/obo/HP_0002591,Polyphagia,http://purl.obolibrary.org/obo/MP_0001433,polyphagia
http://purl.obolibrary.org/obo/HP_0002592,Gastric ulcer,http://purl.obolibrary.org/obo/MP_0003282,gastric ulcer
http://purl.obolibrary.org/obo/HP_0002594,Pancreatic hypoplasia,http://purl.obolibrary.org/obo/MP_0009111,pancreas hypoplasia
http://purl.obolibrary.org/obo/HP_0002621,Atherosclerosis,http://purl.obolibrary.org/obo/MP_0005338,atherosclerotic lesions
http://purl.obolibrary.org/obo/HP_0002623,Overriding aorta,http://purl.obolibrary.org/obo/MP_0000273,overriding aortic valve
http://purl.obolibrary.org/obo/HP_0002624,Abnormal venous morphology,http://purl.obolibrary.org/obo/MP_0002725,abnormal vein morphology
http://purl.obolibrary.org/obo/HP_0002633,Vasculitis,http://purl.obolibrary.org/obo/MP_0001864,vasculitis
http://purl.obolibrary.org/obo/HP_0002650,Scoliosis,http://purl.obolibrary.org/obo/MP_0000161,scoliosis
http://purl.obolibrary.org/obo/HP_0002689,Absent paranasal sinuses,http://purl.obolibrary.org/obo/MP_0030382,absent paranasal sinus
http://purl.obolibrary.org/obo/HP_0002696,Abnormal parietal bone morphology,http://purl.obolibrary.org/obo/MP_0000109,abnormal parietal bone morphology
http://purl.obolibrary.org/obo/HP_0002707,Palate telangiectasia,http://purl.obolibrary.org/obo/MP_0003768,palatal telangiectases
http://purl.obolibrary.org/obo/HP_0002716,Lymphadenopathy,http://purl.obolibrary.org/obo/MP_0008102,lymph node hyperplasia
http://purl.obolibrary.org/obo/HP_0002718,Recurrent bacterial infections,http://purl.obolibrary.org/obo/MP_0002412,increased susceptibility to bacterial infection
http://purl.obolibrary.org/obo/HP_0002720,Decreased circulating IgA level,http://purl.obolibrary.org/obo/MP_0001807,decreased IgA level
http://purl.obolibrary.org/obo/HP_0002732,Lymph node hypoplasia,http://purl.obolibrary.org/obo/MP_0008101,lymph node hypoplasia
http://purl.obolibrary.org/obo/HP_0002749,Osteomalacia,http://purl.obolibrary.org/obo/MP_0009445,osteomalacia
http://purl.obolibrary.org/obo/HP_0002751,Kyphoscoliosis,http://purl.obolibrary.org/obo/MP_0000069,kyphoscoliosis
http://purl.obolibrary.org/obo/HP_0002753,Thin bony cortex,http://purl.obolibrary.org/obo/MP_0000135,decreased compact bone thickness
http://purl.obolibrary.org/obo/HP_0002766,Relatively short spine,http://purl.obolibrary.org/obo/MP_0004704,short vertebral column
http://purl.obolibrary.org/obo/HP_0002777,Tracheal stenosis,http://purl.obolibrary.org/obo/MP_0010883,trachea stenosis
http://purl.obolibrary.org/obo/HP_0002791,Hypoventilation,http://purl.obolibrary.org/obo/MP_0002321,hypoventilation
http://purl.obolibrary.org/obo/HP_0002795,Functional respiratory abnormality,http://purl.obolibrary.org/obo/MP_0002133,abnormal respiratory system physiology
http://purl.obolibrary.org/obo/HP_0002808,Kyphosis,http://purl.obolibrary.org/obo/MP_0000160,kyphosis
http://purl.obolibrary.org/obo/HP_0002812,Coxa vara,http://purl.obolibrary.org/obo/MP_0030790,coxa vara
http://purl.obolibrary.org/obo/HP_0002823,Abnormality of femur morphology,http://purl.obolibrary.org/obo/MP_0000559,abnormal femur morphology
http://purl.obolibrary.org/obo/HP_0002843,Abnormal T cell morphology,http://purl.obolibrary.org/obo/MP_0008037,abnormal T cell morphology
http://purl.obolibrary.org/obo/HP_0002846,Abnormal B cell morphology,http://purl.obolibrary.org/obo/MP_0004939,abnormal B cell morphology
http://purl.obolibrary.org/obo/HP_0002849,Absence of lymph node germinal center,http://purl.obolibrary.org/obo/MP_0008523,absent lymph node germinal center
http://purl.obolibrary.org/obo/HP_0002850,Decreased circulating total IgM,http://purl.obolibrary.org/obo/MP_0001806,decreased IgM level
http://purl.obolibrary.org/obo/HP_0002883,Hyperventilation,http://purl.obolibrary.org/obo/MP_0002320,hyperventilation
http://purl.obolibrary.org/obo/HP_0002900,Hypokalemia,http://purl.obolibrary.org/obo/MP_0005628,decreased circulating potassium level
http://purl.obolibrary.org/obo/HP_0002901,Hypocalcemia,http://purl.obolibrary.org/obo/MP_0000195,decreased circulating calcium level
http://purl.obolibrary.org/obo/HP_0002902,Hyponatremia,http://purl.obolibrary.org/obo/MP_0005634,decreased circulating sodium level
http://purl.obolibrary.org/obo/HP_0002904,Hyperbilirubinemia,http://purl.obolibrary.org/obo/MP_0005344,increased circulating bilirubin level
http://purl.obolibrary.org/obo/HP_0002905,Hyperphosphatemia,http://purl.obolibrary.org/obo/MP_0001566,increased circulating phosphate level
http://purl.obolibrary.org/obo/HP_0002912,Methylmalonic acidemia,http://purl.obolibrary.org/obo/MP_0030630,increased circulating methylmalonic acid level
http://purl.obolibrary.org/obo/HP_0002913,Myoglobinuria,http://purl.obolibrary.org/obo/MP_0006034,myoglobinuria
http://purl.obolibrary.org/obo/HP_0002914,Hyperchloriduria,http://purl.obolibrary.org/obo/MP_0011459,increased urine chloride ion level
http://purl.obolibrary.org/obo/HP_0002917,Hypomagnesemia,http://purl.obolibrary.org/obo/MP_0010093,decreased circulating magnesium level
http://purl.obolibrary.org/obo/HP_0002918,Hypermagnesemia,http://purl.obolibrary.org/obo/MP_0010092,increased circulating magnesium level
http://purl.obolibrary.org/obo/HP_0002920,Decreased circulating ACTH level,http://purl.obolibrary.org/obo/MP_0002664,decreased circulating adrenocorticotropin level
http://purl.obolibrary.org/obo/HP_0002927,Histidinuria,http://purl.obolibrary.org/obo/MP_0011654,histidinuria
http://purl.obolibrary.org/obo/HP_0002946,Supernumerary vertebrae,http://purl.obolibrary.org/obo/MP_0004644,increased vertebrae number
http://purl.obolibrary.org/obo/HP_0002949,Fused cervical vertebrae,http://purl.obolibrary.org/obo/MP_0004620,cervical vertebral fusion
http://purl.obolibrary.org/obo/HP_0002980,Femoral bowing,http://purl.obolibrary.org/obo/MP_0004371,bowed femur
http://purl.obolibrary.org/obo/HP_0002982,Tibial bowing,http://purl.obolibrary.org/obo/MP_0004358,bowed tibia
http://purl.obolibrary.org/obo/HP_0002984,Hypoplasia of the radius,http://purl.obolibrary.org/obo/MP_0004356,radius hypoplasia
http://purl.obolibrary.org/obo/HP_0002986,Radial bowing,http://purl.obolibrary.org/obo/MP_0004374,bowed radius
http://purl.obolibrary.org/obo/HP_0002990,Fibular aplasia,http://purl.obolibrary.org/obo/MP_0005430,absent fibula
http://purl.obolibrary.org/obo/HP_0002991,Abnormality of fibula morphology,http://purl.obolibrary.org/obo/MP_0002187,abnormal fibula morphology
http://purl.obolibrary.org/obo/HP_0002992,Abnormality of tibia morphology,http://purl.obolibrary.org/obo/MP_0000558,abnormal tibia morphology
http://purl.obolibrary.org/obo/HP_0002999,Patellar dislocation,http://purl.obolibrary.org/obo/MP_0030860,patellar dislocation
http://purl.obolibrary.org/obo/HP_0003026,Short long bone,http://purl.obolibrary.org/obo/MP_0004686,decreased length of long bones
http://purl.obolibrary.org/obo/HP_0003031,Ulnar bowing,http://purl.obolibrary.org/obo/MP_0004361,bowed ulna
http://purl.obolibrary.org/obo/HP_0003072,Hypercalcemia,http://purl.obolibrary.org/obo/MP_0000194,increased circulating calcium level
http://purl.obolibrary.org/obo/HP_0003073,Hypoalbuminemia,http://purl.obolibrary.org/obo/MP_0005419,decreased circulating serum albumin level
http://purl.obolibrary.org/obo/HP_0003074,Hyperglycemia,http://purl.obolibrary.org/obo/MP_0001559,hyperglycemia
http://purl.obolibrary.org/obo/HP_0003075,Hypoproteinemia,http://purl.obolibrary.org/obo/MP_0005567,decreased circulating total protein level
http://purl.obolibrary.org/obo/HP_0003076,Glycosuria,http://purl.obolibrary.org/obo/MP_0001759,increased urine glucose level
http://purl.obolibrary.org/obo/HP_0003077,Hyperlipidemia,http://purl.obolibrary.org/obo/MP_0001548,hyperlipidemia
http://purl.obolibrary.org/obo/HP_0003081,Increased urinary potassium,http://purl.obolibrary.org/obo/MP_0005619,increased urine potassium level
http://purl.obolibrary.org/obo/HP_0003083,Dislocated radial head,http://purl.obolibrary.org/obo/MP_0030883,dislocated radius head
http://purl.obolibrary.org/obo/HP_0003085,Long fibula,http://purl.obolibrary.org/obo/MP_0000482,long fibula
http://purl.obolibrary.org/obo/HP_0003097,Short femur,http://purl.obolibrary.org/obo/MP_0003109,short femur
http://purl.obolibrary.org/obo/HP_0003107,Abnormal circulating cholesterol concentration,http://purl.obolibrary.org/obo/MP_0003191,abnormal cellular cholesterol metabolism
http://purl.obolibrary.org/obo/HP_0003108,Hyperglycinuria,http://purl.obolibrary.org/obo/MP_0030616,hyperglycinuria
http://purl.obolibrary.org/obo/HP_0003109,Hyperphosphaturia,http://purl.obolibrary.org/obo/MP_0002902,decreased urine phosphate level
http://purl.obolibrary.org/obo/HP_0003112,Abnormality of serum amino acid level,http://purl.obolibrary.org/obo/MP_0005311,abnormal circulating amino acid level
http://purl.obolibrary.org/obo/HP_0003113,Hypochloremia,http://purl.obolibrary.org/obo/MP_0003020,decreased circulating chloride level
http://purl.obolibrary.org/obo/HP_0003117,Abnormal circulating hormone level,http://purl.obolibrary.org/obo/MP_0005418,abnormal circulating hormone level
http://purl.obolibrary.org/obo/HP_0003124,Hypercholesterolemia,http://purl.obolibrary.org/obo/MP_0005178,increased circulating cholesterol level
http://purl.obolibrary.org/obo/HP_0003127,Hypocalciuria,http://purl.obolibrary.org/obo/MP_0002986,decreased urine calcium level
http://purl.obolibrary.org/obo/HP_0003131,Cystinuria,http://purl.obolibrary.org/obo/MP_0020400,cystinuria
http://purl.obolibrary.org/obo/HP_0003137,Prolinuria,http://purl.obolibrary.org/obo/MP_0020404,prolinuria
http://purl.obolibrary.org/obo/HP_0003138,Increased blood urea nitrogen,http://purl.obolibrary.org/obo/MP_0005565,increased blood urea nitrogen level
http://purl.obolibrary.org/obo/HP_0003141,Increased LDL cholesterol concentration,http://purl.obolibrary.org/obo/MP_0000182,increased circulating LDL cholesterol level
http://purl.obolibrary.org/obo/HP_0003146,Hypocholesterolemia,http://purl.obolibrary.org/obo/MP_0005179,decreased circulating cholesterol level
http://purl.obolibrary.org/obo/HP_0003149,Hyperuricosuria,http://purl.obolibrary.org/obo/MP_0009810,increased urine uric acid level
http://purl.obolibrary.org/obo/HP_0003150,Glutaric aciduria,http://purl.obolibrary.org/obo/MP_0002931,glutaricadicuria
http://purl.obolibrary.org/obo/HP_0003153,Cystathioninuria,http://purl.obolibrary.org/obo/MP_0030689,cystathioninuria
http://purl.obolibrary.org/obo/HP_0003154,Increased circulating ACTH level,http://purl.obolibrary.org/obo/MP_0001748,increased circulating adrenocorticotropin level
http://purl.obolibrary.org/obo/HP_0003159,Hyperoxaluria,http://purl.obolibrary.org/obo/MP_0011517,hyperoxaluria
http://purl.obolibrary.org/obo/HP_0003166,Increased urinary taurine,http://purl.obolibrary.org/obo/MP_0020405,taurinuria
http://purl.obolibrary.org/obo/HP_0003173,Hypoplastic pubic bone,http://purl.obolibrary.org/obo/MP_0004693,pubis hypoplasia
http://purl.obolibrary.org/obo/HP_0003175,Hypoplastic ischia,http://purl.obolibrary.org/obo/MP_0004690,ischium hypoplasia
http://purl.obolibrary.org/obo/HP_0003194,Short nasal bridge,http://purl.obolibrary.org/obo/MP_0004471,short nasal bone
http://purl.obolibrary.org/obo/HP_0003198,Myopathy,http://purl.obolibrary.org/obo/MP_0000751,myopathy
http://purl.obolibrary.org/obo/HP_0003207,Arterial calcification,http://purl.obolibrary.org/obo/MP_0006133,calcified artery
http://purl.obolibrary.org/obo/HP_0003212,Increased circulating total IgE level,http://purl.obolibrary.org/obo/MP_0002497,increased IgE level
http://purl.obolibrary.org/obo/HP_0003215,Dicarboxylic aciduria,http://purl.obolibrary.org/obo/MP_0030613,dicarboxylic aciduria
http://purl.obolibrary.org/obo/HP_0003217,Hyperglutaminemia,http://purl.obolibrary.org/obo/MP_0030709,increased circulating glutamine level
http://purl.obolibrary.org/obo/HP_0003218,Oroticaciduria,http://purl.obolibrary.org/obo/MP_0011765,oroticaciduria
http://purl.obolibrary.org/obo/HP_0003219,Ethylmalonic aciduria,http://purl.obolibrary.org/obo/MP_0030615,ethylmalonic aciduria
http://purl.obolibrary.org/obo/HP_0003228,Hypernatremia,http://purl.obolibrary.org/obo/MP_0005633,increased circulating sodium level
http://purl.obolibrary.org/obo/HP_0003231,Hypertyrosinemia,http://purl.obolibrary.org/obo/MP_0013723,increased circulating tyrosine level
http://purl.obolibrary.org/obo/HP_0003233,Decreased HDL cholesterol concentration,http://purl.obolibrary.org/obo/MP_0000186,decreased circulating HDL cholesterol level
http://purl.obolibrary.org/obo/HP_0003234,Decreased plasma carnitine,http://purl.obolibrary.org/obo/MP_0003978,decreased circulating carnitine level
http://purl.obolibrary.org/obo/HP_0003235,Hypermethioninemia,http://purl.obolibrary.org/obo/MP_0030644,increased circulating methionine level
http://purl.obolibrary.org/obo/HP_0003236,Elevated serum creatine kinase,http://purl.obolibrary.org/obo/MP_0010090,increased circulating creatine kinase level
http://purl.obolibrary.org/obo/HP_0003237,Increased circulating IgG level,http://purl.obolibrary.org/obo/MP_0002493,increased IgG level
http://purl.obolibrary.org/obo/HP_0003250,Aplasia of the vagina,http://purl.obolibrary.org/obo/MP_0003535,absent vagina
http://purl.obolibrary.org/obo/HP_0003251,Male infertility,http://purl.obolibrary.org/obo/MP_0001925,male infertility
http://purl.obolibrary.org/obo/HP_0003259,Elevated serum creatinine,http://purl.obolibrary.org/obo/MP_0005553,increased circulating creatinine level
http://purl.obolibrary.org/obo/HP_0003261,Increased circulating IgA level,http://purl.obolibrary.org/obo/MP_0002495,increased IgA level
http://purl.obolibrary.org/obo/HP_0003268,Argininuria,http://purl.obolibrary.org/obo/MP_0020401,argininuria
http://purl.obolibrary.org/obo/HP_0003270,Abdominal distention,http://purl.obolibrary.org/obo/MP_0001270,distended abdomen
http://purl.obolibrary.org/obo/HP_0003286,Cystathioninemia,http://purl.obolibrary.org/obo/MP_0030687,increased circulating cystathionine level
http://purl.obolibrary.org/obo/HP_0003292,Decreased serum leptin,http://purl.obolibrary.org/obo/MP_0005668,decreased circulating leptin level
http://purl.obolibrary.org/obo/HP_0003296,Hyperthreoninuria,http://purl.obolibrary.org/obo/MP_0020406,hyperthreoninuria
http://purl.obolibrary.org/obo/HP_0003297,Hyperlysinuria,http://purl.obolibrary.org/obo/MP_0020403,lysinuria
http://purl.obolibrary.org/obo/HP_0003310,Abnormality of the odontoid process,http://purl.obolibrary.org/obo/MP_0004659,abnormal odontoid process morphology
http://purl.obolibrary.org/obo/HP_0003323,Progressive muscle weakness,http://purl.obolibrary.org/obo/MP_0000748,progressive muscle weakness
http://purl.obolibrary.org/obo/HP_0003330,Abnormal bone structure,http://purl.obolibrary.org/obo/MP_0003795,abnormal bone structure
http://purl.obolibrary.org/obo/HP_0003345,Elevated urinary norepinephrine,http://purl.obolibrary.org/obo/MP_0030772,increased urine noradrenaline level
http://purl.obolibrary.org/obo/HP_0003348,Hyperalaninemia,http://purl.obolibrary.org/obo/MP_0030673,increased circulating alanine level
http://purl.obolibrary.org/obo/HP_0003351,Decreased circulating renin level,http://purl.obolibrary.org/obo/MP_0003353,decreased circulating renin level
http://purl.obolibrary.org/obo/HP_0003354,Hyperthreoninemia,http://purl.obolibrary.org/obo/MP_0030703,increased circulating threonine level
http://purl.obolibrary.org/obo/HP_0003355,Aminoaciduria,http://purl.obolibrary.org/obo/MP_0003311,aminoaciduria
http://purl.obolibrary.org/obo/HP_0003361,Tryptophanuria,http://purl.obolibrary.org/obo/MP_0030618,tryptophanuria
http://purl.obolibrary.org/obo/HP_0003362,Increased VLDL cholesterol concentration,http://purl.obolibrary.org/obo/MP_0005145,increased circulating VLDL cholesterol level
http://purl.obolibrary.org/obo/HP_0003496,Increased circulating IgM level,http://purl.obolibrary.org/obo/MP_0002494,increased IgM level
http://purl.obolibrary.org/obo/HP_0003527,Hyperprostaglandinuria,http://purl.obolibrary.org/obo/MP_0011563,increased urine prostaglandin level
http://purl.obolibrary.org/obo/HP_0003532,Ornithinuria,http://purl.obolibrary.org/obo/MP_0020402,ornithinuria
http://purl.obolibrary.org/obo/HP_0003537,Hypouricemia,http://purl.obolibrary.org/obo/MP_0008822,decreased blood uric acid level
http://purl.obolibrary.org/obo/HP_0003540,Impaired platelet aggregation,http://purl.obolibrary.org/obo/MP_0009548,abnormal platelet aggregation
http://purl.obolibrary.org/obo/HP_0003541,Urinary glycosaminoglycan excretion,http://purl.obolibrary.org/obo/MP_0011473,increased urine glycosaminoglycan level
http://purl.obolibrary.org/obo/HP_0003572,Low plasma citrulline,http://purl.obolibrary.org/obo/MP_0020837,decreased circulating citrulline level
http://purl.obolibrary.org/obo/HP_0003639,Elevated urinary epinephrine,http://purl.obolibrary.org/obo/MP_0030770,increased urine adrenaline level
http://purl.obolibrary.org/obo/HP_0003641,Hemoglobinuria,http://purl.obolibrary.org/obo/MP_0000315,hemoglobinuria
http://purl.obolibrary.org/obo/HP_0003646,Bicarbonaturia,http://purl.obolibrary.org/obo/MP_0011462,increased urine bicarbonate level
http://purl.obolibrary.org/obo/HP_0003658,Hypomethioninemia,http://purl.obolibrary.org/obo/MP_0030645,decreased circulating methionine level
http://purl.obolibrary.org/obo/HP_0003750,Increased muscle fatiguability,http://purl.obolibrary.org/obo/MP_0003646,muscle fatigue
http://purl.obolibrary.org/obo/HP_0003758,Reduced subcutaneous adipose tissue,http://purl.obolibrary.org/obo/MP_0008844,decreased subcutaneous adipose tissue amount
http://purl.obolibrary.org/obo/HP_0003765,Psoriasiform dermatitis,http://purl.obolibrary.org/obo/MP_0001193,psoriasis
http://purl.obolibrary.org/obo/HP_0003808,Abnormal muscle tone,http://purl.obolibrary.org/obo/MP_0004142,abnormal muscle tone
http://purl.obolibrary.org/obo/HP_0003865,Bowed humerus,http://purl.obolibrary.org/obo/MP_0004373,bowed humerus
http://purl.obolibrary.org/obo/HP_0003974,Absent radius,http://purl.obolibrary.org/obo/MP_0000553,absent radius
http://purl.obolibrary.org/obo/HP_0003982,Aplasia of the ulna,http://purl.obolibrary.org/obo/MP_0004360,absent ulna
http://purl.obolibrary.org/obo/HP_0003988,Long ulna,http://purl.obolibrary.org/obo/MP_0004370,long ulna
http://purl.obolibrary.org/obo/HP_0004298,Abnormality of the abdominal wall,http://purl.obolibrary.org/obo/MP_0003257,abnormal abdominal wall morphology
http://purl.obolibrary.org/obo/HP_0004299,Hernia of the abdominal wall,http://purl.obolibrary.org/obo/MP_0000757,herniated abdominal wall
http://purl.obolibrary.org/obo/HP_0004313,Decreased antibody level in blood,http://purl.obolibrary.org/obo/MP_0002460,decreased immunoglobulin level
http://purl.obolibrary.org/obo/HP_0004315,Decreased circulating IgG level,http://purl.obolibrary.org/obo/MP_0001805,decreased IgG level
http://purl.obolibrary.org/obo/HP_0004319,Decreased circulating aldosterone level,http://purl.obolibrary.org/obo/MP_0002667,decreased circulating aldosterone level
http://purl.obolibrary.org/obo/HP_0004322,Short stature,http://purl.obolibrary.org/obo/MP_0001255,decreased body height
http://purl.obolibrary.org/obo/HP_0004323,Abnormality of body weight,http://purl.obolibrary.org/obo/MP_0001259,abnormal body weight
http://purl.obolibrary.org/obo/HP_0004324,Increased body weight,http://purl.obolibrary.org/obo/MP_0001260,increased body weight
http://purl.obolibrary.org/obo/HP_0004325,Decreased body weight,http://purl.obolibrary.org/obo/MP_0001262,decreased body weight
http://purl.obolibrary.org/obo/HP_0004326,Cachexia,http://purl.obolibrary.org/obo/MP_0005150,cachexia
http://purl.obolibrary.org/obo/HP_0004328,Abnormal anterior eye segment morphology,http://purl.obolibrary.org/obo/MP_0005193,abnormal anterior eye segment morphology
http://purl.obolibrary.org/obo/HP_0004329,Abnormal posterior eye segment morphology,http://purl.obolibrary.org/obo/MP_0005195,abnormal posterior eye segment morphology
http://purl.obolibrary.org/obo/HP_0004348,Abnormality of bone mineral density,http://purl.obolibrary.org/obo/MP_0010119,abnormal bone mineral density
http://purl.obolibrary.org/obo/HP_0004357,Abnormal circulating leucine concentration,http://purl.obolibrary.org/obo/MP_0030749,abnormal circulating leucine level
http://purl.obolibrary.org/obo/HP_0004361,Abnormality of circulating leptin level,http://purl.obolibrary.org/obo/MP_0005667,abnormal circulating leptin level
http://purl.obolibrary.org/obo/HP_0004363,Abnormal circulating calcium concentration,http://purl.obolibrary.org/obo/MP_0001562,abnormal circulating calcium level
http://purl.obolibrary.org/obo/HP_0004379,Abnormality of alkaline phosphatase activity,http://purl.obolibrary.org/obo/MP_0011583,abnormal alkaline phosphatase activity
http://purl.obolibrary.org/obo/HP_0004380,Aortic valve calcification,http://purl.obolibrary.org/obo/MP_0006116,calcified aortic valve
http://purl.obolibrary.org/obo/HP_0004382,Mitral valve calcification,http://purl.obolibrary.org/obo/MP_0006121,calcified mitral valve
http://purl.obolibrary.org/obo/HP_0004388,Microcolon,http://purl.obolibrary.org/obo/MP_0003296,microcolon
http://purl.obolibrary.org/obo/HP_0004398,Peptic ulcer,http://purl.obolibrary.org/obo/MP_0003300,gastrointestinal ulcer
http://purl.obolibrary.org/obo/HP_0004415,Pulmonary artery stenosis,http://purl.obolibrary.org/obo/MP_0010457,pulmonary artery stenosis
http://purl.obolibrary.org/obo/HP_0004425,Flat forehead,http://purl.obolibrary.org/obo/MP_0030047,flat forehead
http://purl.obolibrary.org/obo/HP_0004444,Spherocytosis,http://purl.obolibrary.org/obo/MP_0002812,spherocytosis
http://purl.obolibrary.org/obo/HP_0004447,Poikilocytosis,http://purl.obolibrary.org/obo/MP_0002643,poikilocytosis
http://purl.obolibrary.org/obo/HP_0004491,Large posterior fontanelle,http://purl.obolibrary.org/obo/MP_0030387,large posterior fontanelle
http://purl.obolibrary.org/obo/HP_0004510,Pancreatic islet-cell hyperplasia,http://purl.obolibrary.org/obo/MP_0009171,enlarged pancreatic islets
http://purl.obolibrary.org/obo/HP_0004646,Hypoplasia of the nasal bone,http://purl.obolibrary.org/obo/MP_0000103,nasal bone hypoplasia
http://purl.obolibrary.org/obo/HP_0004762,Hypoplasia of right ventricle,http://purl.obolibrary.org/obo/MP_0010422,heart right ventricle hypoplasia
http://purl.obolibrary.org/obo/HP_0004791,Esophageal ulceration,http://purl.obolibrary.org/obo/MP_0004547,esophageal ulcer
http://purl.obolibrary.org/obo/HP_0004823,Anisopoikilocytosis,http://purl.obolibrary.org/obo/MP_0002641,anisopoikilocytosis
http://purl.obolibrary.org/obo/HP_0004871,Perineal fistula,http://purl.obolibrary.org/obo/MP_0003316,perineal fistula
http://purl.obolibrary.org/obo/HP_0004923,Hyperphenylalaninemia,http://purl.obolibrary.org/obo/MP_0030670,increased circulating phenylalanine level
http://purl.obolibrary.org/obo/HP_0004960,Absent pulmonary artery,http://purl.obolibrary.org/obo/MP_0010521,absent pulmonary artery
http://purl.obolibrary.org/obo/HP_0004962,Thoracic aorta calcification,http://purl.obolibrary.org/obo/MP_0010523,calcified thoracic aorta
