defined_class	defined_class_label	affected_entity_1_super	affected_entity_1_super_label	pato_id	pato_id_label	o
http://purl.obolibrary.org/obo/MP_0030139	abnormal upper incisor color	http://purl.obolibrary.org/obo/UBERON_0003450	upper jaw incisor	http://purl.obolibrary.org/obo/PATO_0000014	color	mp
http://purl.obolibrary.org/obo/MP_0003672	abnormal ureter development	http://purl.obolibrary.org/obo/GO_0072189	ureter development	http://purl.obolibrary.org/obo/PATO_0000001	quality	mp
http://purl.obolibrary.org/obo/MP_0010982	abnormal ureteric bud elongation	http://purl.obolibrary.org/obo/GO_0060677	ureteric bud elongation	http://purl.obolibrary.org/obo/PATO_0000001	quality	mp
http://purl.obolibrary.org/obo/MP_0010983	abnormal ureteric bud invasion	http://purl.obolibrary.org/obo/GO_0072092	ureteric bud invasion	http://purl.obolibrary.org/obo/PATO_0000001	quality	mp
http://purl.obolibrary.org/obo/MP_0003942	abnormal urinary system development	http://purl.obolibrary.org/obo/GO_0072001	renal system development	http://purl.obolibrary.org/obo/PATO_0000001	quality	mp
http://purl.obolibrary.org/obo/MP_0001756	abnormal urination	http://purl.obolibrary.org/obo/GO_0060073	micturition	http://purl.obolibrary.org/obo/PATO_0000001	quality	mp
http://purl.obolibrary.org/obo/MP_0001761	abnormal urination pattern	http://purl.obolibrary.org/obo/GO_0060073	micturition	http://purl.obolibrary.org/obo/PATO_0000044	frequency	mp
http://purl.obolibrary.org/obo/MP_0003619	abnormal urine color	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/PATO_0000014	color	mp
http://purl.obolibrary.org/obo/MP_0002987	abnormal urine osmolality	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/PATO_0001655	osmolarity	mp
http://purl.obolibrary.org/obo/MP_0009348	abnormal urine pH	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/PATO_0001842	acidity	mp
http://purl.obolibrary.org/obo/MP_0008054	abnormal uterine NK cell morphology	http://purl.obolibrary.org/obo/CL_0002343	decidual natural killer cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0009099	abnormal uterine NK cell physiology	http://purl.obolibrary.org/obo/CL_0002343	decidual natural killer cell	http://purl.obolibrary.org/obo/PATO_0001509	functionality	mp
http://purl.obolibrary.org/obo/MP_0006055	abnormal vascular endothelial cell morphology	http://purl.obolibrary.org/obo/CL_0002139	endothelial cell of vascular tree	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0004003	abnormal vascular endothelial cell physiology	http://purl.obolibrary.org/obo/CL_0000071	blood vessel endothelial cell	http://purl.obolibrary.org/obo/PATO_0001509	functionality	mp
http://purl.obolibrary.org/obo/MP_0001619	abnormal vascular permeability	http://purl.obolibrary.org/obo/UBERON_0001981	blood vessel	http://purl.obolibrary.org/obo/PATO_0000970	permeability	mp
http://purl.obolibrary.org/obo/MP_0004883	abnormal vascular wound healing	http://purl.obolibrary.org/obo/GO_0060055	angiogenesis involved in wound healing	http://purl.obolibrary.org/obo/PATO_0000001	quality	mp
http://purl.obolibrary.org/obo/MP_0001622	abnormal vasculogenesis	http://purl.obolibrary.org/obo/GO_0001570	vasculogenesis	http://purl.obolibrary.org/obo/PATO_0000001	quality	mp
http://purl.obolibrary.org/obo/MP_0001613	abnormal vasodilation	http://purl.obolibrary.org/obo/GO_0042311	vasodilation	http://purl.obolibrary.org/obo/PATO_0000001	quality	mp
http://purl.obolibrary.org/obo/MP_0003384	abnormal ventral body wall morphology	http://purl.obolibrary.org/obo/UBERON_0000309	body wall	http://purl.obolibrary.org/obo/PATO_0001196	ventral to	mp
http://purl.obolibrary.org/obo/MP_0013868	abnormal ventral pancreas topology	http://purl.obolibrary.org/obo/UBERON_0003924	ventral pancreatic bud	http://purl.obolibrary.org/obo/PATO_0000133	orientation	mp
http://purl.obolibrary.org/obo/MP_0004775	abnormal vestibular dark cell morphology	http://purl.obolibrary.org/obo/CL_0000846	vestibular dark cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0004588	abnormal vestibular hair cell development	http://purl.obolibrary.org/obo/GO_0060118	vestibular receptor cell development	http://purl.obolibrary.org/obo/PATO_0000001	quality	mp
http://purl.obolibrary.org/obo/MP_0002623	abnormal vestibular hair cell morphology	http://purl.obolibrary.org/obo/CL_0000609	vestibular hair cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0004326	abnormal vestibular hair cell number	http://purl.obolibrary.org/obo/CL_0000609	vestibular hair cell	http://purl.obolibrary.org/obo/PATO_0000070	amount	mp
http://purl.obolibrary.org/obo/MP_0004438	abnormal vestibular hair cell physiology	http://purl.obolibrary.org/obo/CL_0000609	vestibular hair cell	http://purl.obolibrary.org/obo/PATO_0001509	functionality	mp
http://purl.obolibrary.org/obo/MP_0009259	abnormal vestibular saccule duct morphology	http://purl.obolibrary.org/obo/UBERON_0003976	saccule duct	http://purl.obolibrary.org/obo/PATO_0001987	saccular	mp
http://purl.obolibrary.org/obo/MP_0006377	abnormal vestibulocollic reflex	http://purl.obolibrary.org/obo/NBO_0000581	vestibulocollic reflex	http://purl.obolibrary.org/obo/PATO_0000001	quality	mp
http://purl.obolibrary.org/obo/MP_0004844	abnormal vestibuloocular reflex	http://purl.obolibrary.org/obo/NBO_0000416	vestibulo-ocular reflex	http://purl.obolibrary.org/obo/PATO_0000001	quality	mp
http://purl.obolibrary.org/obo/MP_0001490	abnormal vibrissae reflex	http://purl.obolibrary.org/obo/NBO_0000583	vibrissae reflex	http://purl.obolibrary.org/obo/PATO_0000001	quality	mp
http://purl.obolibrary.org/obo/MP_0002090	abnormal vision	http://purl.obolibrary.org/obo/GO_0007601	visual perception	http://purl.obolibrary.org/obo/PATO_0000001	quality	mp
http://purl.obolibrary.org/obo/MP_0006156	abnormal visual pursuit	http://purl.obolibrary.org/obo/NBO_0000446	visual pursuit	http://purl.obolibrary.org/obo/PATO_0000001	quality	mp
http://purl.obolibrary.org/obo/MP_0005400	abnormal vitamin level	http://purl.obolibrary.org/obo/CHEBI_33229	vitamin	http://purl.obolibrary.org/obo/PATO_0000070	amount	mp
http://purl.obolibrary.org/obo/MP_0013244	abnormal vitamin metabolism	http://purl.obolibrary.org/obo/GO_0006766	vitamin metabolic process	http://purl.obolibrary.org/obo/PATO_0000001	quality	mp
http://purl.obolibrary.org/obo/MP_0001529	abnormal vocalization	http://purl.obolibrary.org/obo/NBO_0000037	vocalization behavior	http://purl.obolibrary.org/obo/PATO_0000001	quality	mp
http://purl.obolibrary.org/obo/MP_0003491	abnormal voluntary movement	http://purl.obolibrary.org/obo/NBO_0000403	voluntary movement behavior	http://purl.obolibrary.org/obo/PATO_0000001	quality	mp
http://purl.obolibrary.org/obo/MP_0011679	abnormal vomeronasal sensory neuron morphology	http://purl.obolibrary.org/obo/CL_1001561	vomeronasal sensory neuron	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0011678	abnormal vomeronasal sensory neuron physiology	http://purl.obolibrary.org/obo/CL_1001561	vomeronasal sensory neuron	http://purl.obolibrary.org/obo/PATO_0001509	functionality	mp
http://purl.obolibrary.org/obo/MP_0001446	abnormal whisker trimming behavior	http://purl.obolibrary.org/obo/NBO_0000561	hetero-barbering	http://purl.obolibrary.org/obo/PATO_0000001	quality	mp
http://purl.obolibrary.org/obo/MP_0014144	abnormal white adipose tissue mass	http://purl.obolibrary.org/obo/UBERON_0001347	white adipose tissue	http://purl.obolibrary.org/obo/PATO_0000125	mass	mp
http://purl.obolibrary.org/obo/MP_0009117	abnormal white fat cell morphology	http://purl.obolibrary.org/obo/CL_0000448	white fat cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0009129	abnormal white fat cell number	http://purl.obolibrary.org/obo/CL_0000448	white fat cell	http://purl.obolibrary.org/obo/PATO_0000070	amount	mp
http://purl.obolibrary.org/obo/MP_0009132	abnormal white fat cell size	http://purl.obolibrary.org/obo/CL_0000448	white fat cell	http://purl.obolibrary.org/obo/PATO_0000117	size	mp
http://purl.obolibrary.org/obo/MP_0005023	abnormal wound healing	http://purl.obolibrary.org/obo/GO_0042060	wound healing	http://purl.obolibrary.org/obo/PATO_0000001	quality	mp
http://purl.obolibrary.org/obo/MP_0011247	abnormal yolk sac hematopoietic stem cell morphology	http://purl.obolibrary.org/obo/CL_0002354	yolk sac hematopoietic stem cell	http://purl.obolibrary.org/obo/PATO_0000051	morphology	mp
http://purl.obolibrary.org/obo/MP_0008071	absent B cells	http://purl.obolibrary.org/obo/CL_0000236	B cell	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0008202	absent B-1 B cells	http://purl.obolibrary.org/obo/CL_0000819	B-1 B cell	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0008360	absent CD4-positive, gamma-delta intraepithelial T cells	http://purl.obolibrary.org/obo/CL_0000803	CD4-negative CD8-negative gamma-delta intraepithelial T cell	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0008364	absent CD8-positive, gamma-delta intraepithelial T cells	http://purl.obolibrary.org/obo/CL_0000802	CD8-alpha alpha positive, gamma-delta intraepithelial T cell	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0008118	absent Langerhans cell	http://purl.obolibrary.org/obo/CL_0000453	Langerhans cell	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0004146	absent M line	http://purl.obolibrary.org/obo/GO_0031430	M band	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0006425	absent Mullerian ducts	http://purl.obolibrary.org/obo/UBERON_0003890	Mullerian duct	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	mp
http://purl.obolibrary.org/obo/MP_0008041	absent NK T cells	http://purl.obolibrary.org/obo/CL_0000814	mature NK T cell	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0009187	absent PP cells	http://purl.obolibrary.org/obo/CL_0000696	PP cell	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0004226	absent Schlemm's canal	http://purl.obolibrary.org/obo/MP_0005204	abnormal canal of Schlemm morphology	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0001109	absent Schwann cell precursors	http://purl.obolibrary.org/obo/CL_0002375	Schwann cell precursor	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0008070	absent T cells	http://purl.obolibrary.org/obo/CL_0000084	T cell	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0004092	absent Z line	http://purl.obolibrary.org/obo/GO_0030018	Z disc	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0008839	absent acrosome	http://purl.obolibrary.org/obo/GO_0001669	acrosomal vesicle	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0011690	absent basophils	http://purl.obolibrary.org/obo/CL_0000767	basophil	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0000175	absent bone marrow cell	http://purl.obolibrary.org/obo/CL_0002092	bone marrow cell	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0011691	absent bronchioalveolar stem cells	http://purl.obolibrary.org/obo/CL_1001566	bronchioalveolar stem cells	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0009958	absent cerebellar granule cells	http://purl.obolibrary.org/obo/CL_0001031	cerebellar granule cell	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0011693	absent chondrocytes	http://purl.obolibrary.org/obo/CL_0000138	chondrocyte	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0011071	absent club cells	http://purl.obolibrary.org/obo/CL_0000158	club cell	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0008342	absent corticotrophs	http://purl.obolibrary.org/obo/CL_0000467	adrenocorticotropic hormone secreting cell	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0009374	absent cumulus expansion	http://purl.obolibrary.org/obo/GO_0001550	ovarian cumulus expansion	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0011883	absent diaphragm	http://purl.obolibrary.org/obo/UBERON_0001103	diaphragm	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	mp
http://purl.obolibrary.org/obo/MP_0008072	absent double-negative T cells	http://purl.obolibrary.org/obo/CL_0002489	double negative thymocyte	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0005433	absent early pro-B cells	http://purl.obolibrary.org/obo/CL_0002046	early pro-B cell	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0011694	absent eosinophils	http://purl.obolibrary.org/obo/CL_0000771	eosinophil	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0011688	absent epidermal stem cells	http://purl.obolibrary.org/obo/CL_1000428	stem cell of epidermis	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0000216	absent erythroid progenitor cell	http://purl.obolibrary.org/obo/CL_0000038	erythroid progenitor cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	mp
http://purl.obolibrary.org/obo/MP_0009009	absent estrous cycle	http://purl.obolibrary.org/obo/GO_0042698	ovulation cycle	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0009021	absent estrus	http://purl.obolibrary.org/obo/GO_0060209	estrus	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0011244	absent fetal derived definitive erythrocytes	http://purl.obolibrary.org/obo/CL_0002357	fetal derived definitive erythrocyte	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0011705	absent fibroblast proliferation	http://purl.obolibrary.org/obo/GO_0048144	fibroblast proliferation	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0008175	absent follicular B cells	http://purl.obolibrary.org/obo/CL_0000843	follicular B cell	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0008201	absent follicular dendritic cells	http://purl.obolibrary.org/obo/CL_0000442	follicular dendritic cell	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0008348	absent gamma-delta T cells	http://purl.obolibrary.org/obo/CL_0000798	gamma-delta T cell	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0008352	absent gamma-delta intraepithelial T cell	http://purl.obolibrary.org/obo/CL_0000801	gamma-delta intraepithelial T cell	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0008179	absent germinal center B cells	http://purl.obolibrary.org/obo/CL_0000844	germinal center B cell	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0011455	absent glomerular endothelium fenestra	http://purl.obolibrary.org/obo/GO_0036053	glomerular endothelium fenestra	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0008336	absent gonadotrophs	http://purl.obolibrary.org/obo/CL_0000437	gonadtroph	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0013698	absent granulocyte monocyte progenitor cells	http://purl.obolibrary.org/obo/CL_0000557	granulocyte monocyte progenitor cell	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0000980	absent hair-down neurons	http://purl.obolibrary.org/obo/CL_1001437	hair-down neuron	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0011695	absent hematopoietic stem cells	http://purl.obolibrary.org/obo/CL_0000037	hematopoietic stem cell	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0008107	absent horizontal cells	http://purl.obolibrary.org/obo/CL_0000745	retina horizontal cell	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0008213	absent immature B cells	http://purl.obolibrary.org/obo/CL_0000816	immature B cell	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0012114	absent inner cell mass proliferation	http://purl.obolibrary.org/obo/GO_0001833	inner cell mass cell proliferation	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0010638	absent intercalated disks	http://purl.obolibrary.org/obo/GO_0014704	intercalated disc	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0004483	absent interdental cells	http://purl.obolibrary.org/obo/CL_0002172	interdental cell of cochlea	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0008333	absent lactotrophs	http://purl.obolibrary.org/obo/CL_0000439	prolactin secreting cell	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0005434	absent late pro-B cells	http://purl.obolibrary.org/obo/CL_0002048	late pro-B cell	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0001899	absent long term depression	http://purl.obolibrary.org/obo/GO_0060292	long-term synaptic depression	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0009468	absent magnocellular neurosecretory cells	http://purl.obolibrary.org/obo/CL_0011112	magnocellular neurosecretory cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	mp
http://purl.obolibrary.org/obo/MP_0008183	absent marginal zone B cells	http://purl.obolibrary.org/obo/CL_0000845	marginal zone B cell	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0011696	absent mast cells	http://purl.obolibrary.org/obo/CL_0000097	mast cell	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0008212	absent mature B cells	http://purl.obolibrary.org/obo/CL_0000785	mature B cell	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0008355	absent mature gamma-delta T cells	http://purl.obolibrary.org/obo/CL_0000800	mature gamma-delta T cell	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0013706	absent megakaryocyte-erythroid progenitor cells	http://purl.obolibrary.org/obo/CL_0000050	megakaryocyte-erythroid progenitor cell	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0008253	absent megakaryocytes	http://purl.obolibrary.org/obo/CL_0000556	megakaryocyte	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0008094	absent memory B cells	http://purl.obolibrary.org/obo/CL_0000787	memory B cell	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0011429	absent mesangial cell	http://purl.obolibrary.org/obo/CL_0000650	mesangial cell	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0011689	absent neutrophils	http://purl.obolibrary.org/obo/CL_0000775	neutrophil	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0004301	absent organ of Corti supporting cells	http://purl.obolibrary.org/obo/CL_0002490	organ of Corti supporting cell	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0000263	absent organized vascular network	http://purl.obolibrary.org/obo/UBERON_0007798	vascular system	http://purl.obolibrary.org/obo/PATO_0000937	disorganized	mp
http://purl.obolibrary.org/obo/MP_0010041	absent oval cells	http://purl.obolibrary.org/obo/CL_0002196	hepatic oval stem cell	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0009158	absent pancreatic acinar cells	http://purl.obolibrary.org/obo/CL_0002064	pancreatic acinar cell	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0009178	absent pancreatic alpha cells	http://purl.obolibrary.org/obo/CL_0000171	pancreatic A cell	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0009174	absent pancreatic beta cells	http://purl.obolibrary.org/obo/CL_0000169	type B pancreatic cell	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0009182	absent pancreatic delta cells	http://purl.obolibrary.org/obo/CL_0000502	type D enteroendocrine cell	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0009192	absent pancreatic epsilon cells	http://purl.obolibrary.org/obo/CL_0005019	pancreatic epsilon cell	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0008583	absent photoreceptor inner segment	http://purl.obolibrary.org/obo/GO_0001917	photoreceptor inner segment	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0008585	absent photoreceptor outer segment	http://purl.obolibrary.org/obo/GO_0001750	photoreceptor outer segment	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0008100	absent plasma cells	http://purl.obolibrary.org/obo/CL_0000786	plasma cell	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0008138	absent podocyte foot process	http://purl.obolibrary.org/obo/GO_0098846	podocyte foot	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0008137	absent podocytes	http://purl.obolibrary.org/obo/CL_0000653	glomerular visceral epithelial cell	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0011185	absent primitive endoderm	http://purl.obolibrary.org/obo/CL_0002303	pigmented ciliary epithelial cell	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0008393	absent primordial germ cells	http://purl.obolibrary.org/obo/CL_0000670	primordial germ cell	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0008187	absent pro-B cells	http://purl.obolibrary.org/obo/CL_0000826	pro-B cell	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0008467	absent proprioceptive neurons	http://purl.obolibrary.org/obo/CL_1001451	sensory neuron of dorsal root ganglion	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0010863	absent respiratory mucosa goblet cells	http://purl.obolibrary.org/obo/CL_0002370	respiratory goblet cell	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0008447	absent retinal cone cells	http://purl.obolibrary.org/obo/CL_0000573	retinal cone cell	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0008068	absent retinal ganglion cell	http://purl.obolibrary.org/obo/CL_0000740	retinal ganglion cell	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0008454	absent retinal rod cells	http://purl.obolibrary.org/obo/CL_0000604	retinal rod cell	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0013380	absent sebocyte	http://purl.obolibrary.org/obo/CL_0002140	acinar cell of sebaceous gland	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0010917	absent solitary pulmonary neuroendocrine cells	http://purl.obolibrary.org/obo/CL_0002066	Feyrter cell	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0008330	absent somatotrophs	http://purl.obolibrary.org/obo/CL_0000295	somatotropin secreting cell	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0009835	absent sperm annulus	http://purl.obolibrary.org/obo/GO_0097227	sperm annulus	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0030591	absent sperm fibrous sheath	http://purl.obolibrary.org/obo/GO_0035686	sperm fibrous sheath	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0008545	absent sperm flagellum	http://purl.obolibrary.org/obo/GO_0036126	sperm flagellum	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0005046	absent spleen white pulp	http://purl.obolibrary.org/obo/UBERON_0001959	white pulp of spleen	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	mp
http://purl.obolibrary.org/obo/MP_0006010	absent strial intermediate cells	http://purl.obolibrary.org/obo/CL_0002486	strial intermediate cell	http://purl.obolibrary.org/obo/PATO_0002000	lacks all parts of type	mp
http://purl.obolibrary.org/obo/MP_0004758	absent strial marginal cells	http://purl.obolibrary.org/obo/CL_0002492	strial marginal cell	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0008339	absent thyrotrophs	http://purl.obolibrary.org/obo/CL_0000476	thyrotroph	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0008216	absent transitional stage B cells	http://purl.obolibrary.org/obo/CL_0000818	transitional stage B cell	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0009924	absent transitional stage T1 B cells	http://purl.obolibrary.org/obo/CL_0000958	T1 B cell	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0009927	absent transitional stage T2 B cells	http://purl.obolibrary.org/obo/CL_0000959	T2 B cell	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0010230	absent transitional stage T3 B cells	http://purl.obolibrary.org/obo/CL_0000960	T3 B cell	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0012118	absent trophectoderm cell proliferation	http://purl.obolibrary.org/obo/GO_0001834	trophectodermal cell proliferation	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0001714	absent trophoblast giant cells	http://purl.obolibrary.org/obo/CL_0002488	trophoblast giant cell	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0010817	absent type I pneumocytes	http://purl.obolibrary.org/obo/CL_0002062	type I pneumocyte	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
http://purl.obolibrary.org/obo/MP_0010812	absent type II pneumocytes	http://purl.obolibrary.org/obo/CL_0002063	type II pneumocyte	http://purl.obolibrary.org/obo/PATO_0000462	absent	mp
