x,y,label_x,label_y,matching_category,curie_x,curie_y
http://purl.obolibrary.org/obo/HP_0000894,http://purl.obolibrary.org/obo/MP_0004337,Short clavicles (HPO),clavicle hypoplasia (MPO),lexical,HP:0000894,MP:0004337
http://purl.obolibrary.org/obo/HP_0010317,http://purl.obolibrary.org/obo/MP_0004341,Scapular aplasia (HPO),absent scapula (MPO),lexical,HP:0010317,MP:0004341
http://purl.obolibrary.org/obo/HP_0000882,http://purl.obolibrary.org/obo/MP_0004343,Hypoplastic scapulae (HPO),small scapula (MPO),lexical,HP:0000882,MP:0004343
http://purl.obolibrary.org/obo/HP_0002984,http://purl.obolibrary.org/obo/MP_0004355,Hypoplasia of the radius (HPO),short radius (MPO),lexical,HP:0002984,MP:0004355
http://purl.obolibrary.org/obo/HP_0003022,http://purl.obolibrary.org/obo/MP_0004359,Hypoplasia of the ulna (HPO),short ulna (MPO),lexical,HP:0003022,MP:0004359
http://purl.obolibrary.org/obo/HP_0100616,http://purl.obolibrary.org/obo/MP_0004478,Testicular teratoma (HPO),increased testicular teratoma incidence (MPO),lexical,HP:0100616,MP:0004478
http://purl.obolibrary.org/obo/HP_0100614,http://purl.obolibrary.org/obo/MP_0004510,Myositis (HPO),myositis (MPO),lexical,HP:0100614,MP:0004510
http://purl.obolibrary.org/obo/HP_0000458,http://purl.obolibrary.org/obo/MP_0004512,Anosmia (HPO),anosmia (MPO),lexical,HP:0000458,MP:0004512
http://purl.obolibrary.org/obo/HP_0010667,http://purl.obolibrary.org/obo/MP_0004539,Aplasia of the maxilla (HPO),absent maxilla (MPO),lexical,HP:0010667,MP:0004539
http://purl.obolibrary.org/obo/HP_0000327,http://purl.obolibrary.org/obo/MP_0004540,Hypoplasia of the maxilla (HPO),small maxilla (MPO),lexical,HP:0000327,MP:0004540
http://purl.obolibrary.org/obo/HP_0040116,http://purl.obolibrary.org/obo/MP_0004541,Aplasia of the Eustachian tube (HPO),absent auditory tube (MPO),lexical,HP:0040116,MP:0004541
http://purl.obolibrary.org/obo/HP_0000347,http://purl.obolibrary.org/obo/MP_0004592,Micrognathia (HPO),small mandible (MPO),lexical,HP:0000347,MP:0004592
http://purl.obolibrary.org/obo/HP_0002948,http://purl.obolibrary.org/obo/MP_0004609,Vertebral fusion (HPO),vertebral fusion (MPO),lexical,HP:0002948,MP:0004609
http://purl.obolibrary.org/obo/HP_0008479,http://purl.obolibrary.org/obo/MP_0004610,Hypoplastic vertebral bodies (HPO),small vertebrae (MPO),lexical,HP:0008479,MP:0004610
http://purl.obolibrary.org/obo/HP_0002948,http://purl.obolibrary.org/obo/MP_0004612,Vertebral fusion (HPO),fusion of vertebral bodies (MPO),lexical,HP:0002948,MP:0004612
http://purl.obolibrary.org/obo/HP_0002953,http://purl.obolibrary.org/obo/MP_0004626,Vertebral compression fractures (HPO),vertebral compression (MPO),lexical,HP:0002953,MP:0004626
http://purl.obolibrary.org/obo/HP_0030304,http://purl.obolibrary.org/obo/MP_0004643,Abnormal number of vertebrae (HPO),abnormal vertebrae number (MPO),lexical,HP:0030304,MP:0004643
http://purl.obolibrary.org/obo/HP_0100891,http://purl.obolibrary.org/obo/MP_0004678,Bifid xiphoid process (HPO),split xiphoid process (MPO),lexical,HP:0100891,MP:0004678
http://purl.obolibrary.org/obo/HP_0009900,http://purl.obolibrary.org/obo/MP_0004699,Unilateral deafness (HPO),unilateral deafness (MPO),lexical,HP:0009900,MP:0004699
http://purl.obolibrary.org/obo/HP_0500166,http://purl.obolibrary.org/obo/MP_0004730,Abnormal circulating gastrin level (HPO),abnormal circulating gastrin level (MPO),lexical,HP:0500166,MP:0004730
http://purl.obolibrary.org/obo/HP_0000405,http://purl.obolibrary.org/obo/MP_0004739,Conductive hearing impairment (HPO),conductive hearing loss (MPO),lexical,HP:0000405,MP:0004739
http://purl.obolibrary.org/obo/HP_0000407,http://purl.obolibrary.org/obo/MP_0004740,Sensorineural hearing impairment (HPO),sensorineural hearing loss (MPO),lexical,HP:0000407,MP:0004740
http://purl.obolibrary.org/obo/HP_0000410,http://purl.obolibrary.org/obo/MP_0004741,Mixed hearing impairment (HPO),mixed hearing loss (MPO),lexical,HP:0000410,MP:0004741
http://purl.obolibrary.org/obo/HP_0006560,http://purl.obolibrary.org/obo/MP_0004839,Biliary hyperplasia (HPO),bile duct hyperplasia (MPO),lexical,HP:0006560,MP:0004839
http://purl.obolibrary.org/obo/HP_0007670,http://purl.obolibrary.org/obo/MP_0004844,Abnormal vestibulo-ocular reflex (HPO),abnormal vestibuloocular reflex (MPO),lexical,HP:0007670,MP:0004844
http://purl.obolibrary.org/obo/HP_0012114,http://purl.obolibrary.org/obo/MP_0004868,Endometrial carcinoma (HPO),increased endometrial carcinoma incidence (MPO),lexical,HP:0012114,MP:0004868
http://purl.obolibrary.org/obo/HP_0010650,http://purl.obolibrary.org/obo/MP_0004870,Hypoplasia of the premaxilla (HPO),small premaxilla (MPO),lexical,HP:0010650,MP:0004870
http://purl.obolibrary.org/obo/HP_0005273,http://purl.obolibrary.org/obo/MP_0004872,Absent nasal septal cartilage (HPO),absent nasal septum (MPO),lexical,HP:0005273,MP:0004872
http://purl.obolibrary.org/obo/HP_0030684,http://purl.obolibrary.org/obo/MP_0004891,Abnormal adiponectin level (HPO),abnormal adiponectin level (MPO),lexical,HP:0030684,MP:0004891
http://purl.obolibrary.org/obo/HP_0030686,http://purl.obolibrary.org/obo/MP_0004892,Increased adiponectin level (HPO),increased adiponectin level (MPO),lexical,HP:0030686,MP:0004892
http://purl.obolibrary.org/obo/HP_0030685,http://purl.obolibrary.org/obo/MP_0004893,Decreased adiponectin level (HPO),decreased adiponectin level (MPO),lexical,HP:0030685,MP:0004893
http://purl.obolibrary.org/obo/HP_0000362,http://purl.obolibrary.org/obo/MP_0004897,Otosclerosis (HPO),otosclerosis (MPO),lexical,HP:0000362,MP:0004897
http://purl.obolibrary.org/obo/HP_0011123,http://purl.obolibrary.org/obo/MP_0004947,Inflammatory abnormality of the skin (HPO),skin inflammation (MPO),lexical,HP:0011123,MP:0004947
http://purl.obolibrary.org/obo/HP_0002797,http://purl.obolibrary.org/obo/MP_0004992,Osteolysis (HPO),increased bone resorption (MPO),lexical,HP:0002797,MP:0004992
http://purl.obolibrary.org/obo/HP_0001880,http://purl.obolibrary.org/obo/MP_0005011,Eosinophilia (HPO),increased eosinophil cell number (MPO),lexical,HP:0001880,MP:0005011
http://purl.obolibrary.org/obo/HP_0031891,http://purl.obolibrary.org/obo/MP_0005012,Decreased eosinophil count (HPO),decreased eosinophil cell number (MPO),lexical,HP:0031891,MP:0005012
http://purl.obolibrary.org/obo/HP_0100827,http://purl.obolibrary.org/obo/MP_0005013,Lymphocytosis (HPO),increased lymphocyte cell number (MPO),lexical,HP:0100827,MP:0005013
http://purl.obolibrary.org/obo/HP_0001888,http://purl.obolibrary.org/obo/MP_0005016,Lymphopenia (HPO),decreased lymphocyte cell number (MPO),lexical,HP:0001888,MP:0005016
http://purl.obolibrary.org/obo/HP_0100806,http://purl.obolibrary.org/obo/MP_0005044,Sepsis (HPO),sepsis (MPO),lexical,HP:0100806,MP:0005044
http://purl.obolibrary.org/obo/HP_0001977,http://purl.obolibrary.org/obo/MP_0005048,Abnormal thrombosis (HPO),abnormal thrombosis (MPO),lexical,HP:0001977,MP:0005048
http://purl.obolibrary.org/obo/HP_0001879,http://purl.obolibrary.org/obo/MP_0005061,Abnormal eosinophil morphology (HPO),abnormal eosinophil morphology (MPO),lexical,HP:0001879,MP:0005061
http://purl.obolibrary.org/obo/HP_0012437,http://purl.obolibrary.org/obo/MP_0005084,Abnormal gallbladder morphology (HPO),abnormal gallbladder morphology (MPO),lexical,HP:0012437,MP:0005084
http://purl.obolibrary.org/obo/HP_0031379,http://purl.obolibrary.org/obo/MP_0005094,Abnormal T cell proliferation (HPO),abnormal T cell proliferation (MPO),lexical,HP:0031379,MP:0005094
http://purl.obolibrary.org/obo/HP_0000610,http://purl.obolibrary.org/obo/MP_0005098,Abnormal choroid morphology (HPO),abnormal optic choroid morphology (MPO),lexical,HP:0000610,MP:0005098
http://purl.obolibrary.org/obo/HP_0008034,http://purl.obolibrary.org/obo/MP_0005102,Abnormal iris pigmentation (HPO),abnormal iris pigmentation (MPO),lexical,HP:0008034,MP:0005102
http://purl.obolibrary.org/obo/HP_0000870,http://purl.obolibrary.org/obo/MP_0005124,Increased circulating prolactin concentration (HPO),increased circulating prolactin level (MPO),lexical,HP:0000870,MP:0005124
http://purl.obolibrary.org/obo/HP_0031098,http://purl.obolibrary.org/obo/MP_0005134,Decreased thyroid-stimulating hormone level (HPO),decreased thyroid-stimulating hormone level (MPO),lexical,HP:0031098,MP:0005134
http://purl.obolibrary.org/obo/HP_0002925,http://purl.obolibrary.org/obo/MP_0005135,Increased thyroid-stimulating hormone level (HPO),increased thyroid-stimulating hormone level (MPO),lexical,HP:0002925,MP:0005135
http://purl.obolibrary.org/obo/HP_0031380,http://purl.obolibrary.org/obo/MP_0005153,Abnormal B cell proliferation (HPO),abnormal B cell proliferation (MPO),lexical,HP:0031380,MP:0005153
http://purl.obolibrary.org/obo/HP_0002067,http://purl.obolibrary.org/obo/MP_0005156,Bradykinesia (HPO),bradykinesia (MPO),lexical,HP:0002067,MP:0005156
http://purl.obolibrary.org/obo/HP_0001360,http://purl.obolibrary.org/obo/MP_0005157,Holoprosencephaly (HPO),holoprosencephaly (MPO),lexical,HP:0001360,MP:0005157
http://purl.obolibrary.org/obo/HP_0000027,http://purl.obolibrary.org/obo/MP_0005159,Azoospermia (HPO),azoospermia (MPO),lexical,HP:0000027,MP:0005159
http://purl.obolibrary.org/obo/HP_0000790,http://purl.obolibrary.org/obo/MP_0005161,Hematuria (HPO),hematuria (MPO),lexical,HP:0000790,MP:0005161
http://purl.obolibrary.org/obo/HP_0031189,http://purl.obolibrary.org/obo/MP_0005162,Wrist drop (HPO),carpoptosis (MPO),lexical,HP:0031189,MP:0005162
http://purl.obolibrary.org/obo/HP_0009914,http://purl.obolibrary.org/obo/MP_0005163,Cyclopia (HPO),cyclopia (MPO),lexical,HP:0009914,MP:0005163
http://purl.obolibrary.org/obo/HP_0000204,http://purl.obolibrary.org/obo/MP_0005170,Cleft upper lip (HPO),cleft upper lip (MPO),lexical,HP:0000204,MP:0005170
http://purl.obolibrary.org/obo/HP_0031212,http://purl.obolibrary.org/obo/MP_0005184,Abnormal circulating progesterone level (HPO),abnormal circulating progesterone level (MPO),lexical,HP:0031212,MP:0005184
http://purl.obolibrary.org/obo/HP_0000054,http://purl.obolibrary.org/obo/MP_0005188,Micropenis (HPO),small penis (MPO),lexical,HP:0000054,MP:0005188
http://purl.obolibrary.org/obo/HP_0030260,http://purl.obolibrary.org/obo/MP_0005188,Microphallus (HPO),small penis (MPO),lexical,HP:0030260,MP:0005188
http://purl.obolibrary.org/obo/HP_0002754,http://purl.obolibrary.org/obo/MP_0005190,Osteomyelitis (HPO),osteomyelitis (MPO),lexical,HP:0002754,MP:0005190
http://purl.obolibrary.org/obo/HP_0000553,http://purl.obolibrary.org/obo/MP_0005197,Abnormal uvea morphology (HPO),abnormal uvea morphology (MPO),lexical,HP:0000553,MP:0005197
http://purl.obolibrary.org/obo/HP_0001254,http://purl.obolibrary.org/obo/MP_0005202,Lethargy (HPO),lethargy (MPO),lexical,HP:0001254,MP:0005202
http://purl.obolibrary.org/obo/HP_0012630,http://purl.obolibrary.org/obo/MP_0005203,Abnormal trabecular meshwork morphology (HPO),abnormal trabecular meshwork morphology (MPO),lexical,HP:0012630,MP:0005203
http://purl.obolibrary.org/obo/HP_0100257,http://purl.obolibrary.org/obo/MP_0005230,Ectrodactyly (HPO),ectrodactyly (MPO),lexical,HP:0100257,MP:0005230
http://purl.obolibrary.org/obo/HP_0001126,http://purl.obolibrary.org/obo/MP_0005242,Cryptophthalmos (HPO),cryptophthalmos (MPO),lexical,HP:0001126,MP:0005242
http://purl.obolibrary.org/obo/HP_0012151,http://purl.obolibrary.org/obo/MP_0005243,Hemothorax (HPO),hemothorax (MPO),lexical,HP:0012151,MP:0005243
http://purl.obolibrary.org/obo/HP_0011851,http://purl.obolibrary.org/obo/MP_0005244,Hemopericardium (HPO),hemopericardium (MPO),lexical,HP:0011851,MP:0005244
http://purl.obolibrary.org/obo/HP_0000498,http://purl.obolibrary.org/obo/MP_0005251,Blepharitis (HPO),blepharitis (MPO),lexical,HP:0000498,MP:0005251
http://purl.obolibrary.org/obo/HP_0000486,http://purl.obolibrary.org/obo/MP_0005254,Strabismus (HPO),strabismus (MPO),lexical,HP:0000486,MP:0005254
http://purl.obolibrary.org/obo/HP_0000577,http://purl.obolibrary.org/obo/MP_0005255,Exotropia (HPO),exotropia (MPO),lexical,HP:0000577,MP:0005255
http://purl.obolibrary.org/obo/HP_0000565,http://purl.obolibrary.org/obo/MP_0005256,Esotropia (HPO),esotropia (MPO),lexical,HP:0000565,MP:0005256
http://purl.obolibrary.org/obo/HP_0012632,http://purl.obolibrary.org/obo/MP_0005257,Abnormal intraocular pressure (HPO),abnormal intraocular pressure (MPO),lexical,HP:0012632,MP:0005257
http://purl.obolibrary.org/obo/HP_0007906,http://purl.obolibrary.org/obo/MP_0005258,Ocular hypertension (HPO),ocular hypertension (MPO),lexical,HP:0007906,MP:0005258
http://purl.obolibrary.org/obo/HP_0000589,http://purl.obolibrary.org/obo/MP_0005262,Coloboma (HPO),coloboma (MPO),lexical,HP:0000589,MP:0005262
http://purl.obolibrary.org/obo/HP_0000096,http://purl.obolibrary.org/obo/MP_0005264,Glomerulosclerosis (HPO),glomerulosclerosis (MPO),lexical,HP:0000096,MP:0005264
http://purl.obolibrary.org/obo/HP_0009911,http://purl.obolibrary.org/obo/MP_0005272,Abnormal temporal bone morphology (HPO),abnormal temporal bone morphology (MPO),lexical,HP:0009911,MP:0005272
http://purl.obolibrary.org/obo/HP_0002508,http://purl.obolibrary.org/obo/MP_0005277,Brainstem dysplasia (HPO),abnormal brainstem morphology (MPO),lexical,HP:0002508,MP:0005277
http://purl.obolibrary.org/obo/HP_0003107,http://purl.obolibrary.org/obo/MP_0005278,Abnormal circulating cholesterol concentration (HPO),abnormal cholesterol homeostasis (MPO),lexical,HP:0003107,MP:0005278
http://purl.obolibrary.org/obo/HP_0030050,http://purl.obolibrary.org/obo/MP_0005279,Narcolepsy (HPO),narcolepsy (MPO),lexical,HP:0030050,MP:0005279
http://purl.obolibrary.org/obo/HP_0000581,http://purl.obolibrary.org/obo/MP_0005287,Blepharophimosis (HPO),narrow eye opening (MPO),lexical,HP:0000581,MP:0005287
http://purl.obolibrary.org/obo/HP_0001952,http://purl.obolibrary.org/obo/MP_0005293,Glucose intolerance (HPO),impaired glucose tolerance (MPO),lexical,HP:0001952,MP:0005293
http://purl.obolibrary.org/obo/HP_0040270,http://purl.obolibrary.org/obo/MP_0005293,Impaired glucose tolerance (HPO),impaired glucose tolerance (MPO),lexical,HP:0040270,MP:0005293
http://purl.obolibrary.org/obo/HP_0031095,http://purl.obolibrary.org/obo/MP_0005296,Abnormal humerus morphology (HPO),abnormal humerus morphology (MPO),lexical,HP:0031095,MP:0005296
http://purl.obolibrary.org/obo/HP_0003298,http://purl.obolibrary.org/obo/MP_0005297,Spina bifida occulta (HPO),spina bifida occulta (MPO),lexical,HP:0003298,MP:0005297
http://purl.obolibrary.org/obo/HP_0000011,http://purl.obolibrary.org/obo/MP_0005302,Neurogenic bladder (HPO),neurogenic bladder (MPO),lexical,HP:0000011,MP:0005302
http://purl.obolibrary.org/obo/HP_0001698,http://purl.obolibrary.org/obo/MP_0005312,Pericardial effusion (HPO),pericardial effusion (MPO),lexical,HP:0001698,MP:0005312
http://purl.obolibrary.org/obo/HP_0010626,http://purl.obolibrary.org/obo/MP_0005315,Anterior pituitary agenesis (HPO),absent pituitary gland (MPO),lexical,HP:0010626,MP:0005315
http://purl.obolibrary.org/obo/HP_0001332,http://purl.obolibrary.org/obo/MP_0005323,Dystonia (HPO),dystonia (MPO),lexical,HP:0001332,MP:0005323
http://purl.obolibrary.org/obo/HP_0001541,http://purl.obolibrary.org/obo/MP_0005324,Ascites (HPO),ascites (MPO),lexical,HP:0001541,MP:0005324
http://purl.obolibrary.org/obo/HP_0012100,http://purl.obolibrary.org/obo/MP_0005328,Abnormal circulating creatinine level (HPO),abnormal circulating creatinine level (MPO),lexical,HP:0012100,MP:0005328
http://purl.obolibrary.org/obo/HP_0001662,http://purl.obolibrary.org/obo/MP_0005333,Bradycardia (HPO),decreased heart rate (MPO),lexical,HP:0001662,MP:0005333
http://purl.obolibrary.org/obo/HP_0012112,http://purl.obolibrary.org/obo/MP_0005345,Abnormal circulating corticosterone level (HPO),abnormal circulating corticosterone level (MPO),lexical,HP:0012112,MP:0005345
http://purl.obolibrary.org/obo/HP_0000252,http://purl.obolibrary.org/obo/MP_0005352,Microcephaly (HPO),small cranium (MPO),lexical,HP:0000252,MP:0005352
http://purl.obolibrary.org/obo/HP_0003045,http://purl.obolibrary.org/obo/MP_0005353,Abnormal patella morphology (HPO),abnormal patella morphology (MPO),lexical,HP:0003045,MP:0005353
http://purl.obolibrary.org/obo/HP_0040129,http://purl.obolibrary.org/obo/MP_0005403,Abnormal nerve conduction velocity (HPO),abnormal nerve conduction (MPO),lexical,HP:0040129,MP:0005403
http://purl.obolibrary.org/obo/HP_0040078,http://purl.obolibrary.org/obo/MP_0005405,Axonal degeneration (HPO),axon degeneration (MPO),lexical,HP:0040078,MP:0005405
http://purl.obolibrary.org/obo/HP_0031005,http://purl.obolibrary.org/obo/MP_0005407,Hyperalgesia (HPO),hyperalgesia (MPO),lexical,HP:0031005,MP:0005407
http://purl.obolibrary.org/obo/HP_0001010,http://purl.obolibrary.org/obo/MP_0005408,Hypopigmentation of the skin (HPO),hypopigmentation (MPO),lexical,HP:0001010,MP:0005408
http://purl.obolibrary.org/obo/HP_0012334,http://purl.obolibrary.org/obo/MP_0005414,Extrahepatic cholestasis (HPO),extrahepatic cholestasis (MPO),lexical,HP:0012334,MP:0005414
http://purl.obolibrary.org/obo/HP_0001406,http://purl.obolibrary.org/obo/MP_0005415,Intrahepatic cholestasis (HPO),intrahepatic cholestasis (MPO),lexical,HP:0001406,MP:0005415
http://purl.obolibrary.org/obo/HP_0010876,http://purl.obolibrary.org/obo/MP_0005416,Abnormal circulating protein level (HPO),abnormal circulating protein level (MPO),lexical,HP:0010876,MP:0005416
http://purl.obolibrary.org/obo/HP_0000973,http://purl.obolibrary.org/obo/MP_0005421,Cutis laxa (HPO),loose skin (MPO),lexical,HP:0000973,MP:0005421
http://purl.obolibrary.org/obo/HP_0011001,http://purl.obolibrary.org/obo/MP_0005422,Increased bone mineral density (HPO),osteosclerosis (MPO),lexical,HP:0011001,MP:0005422
http://purl.obolibrary.org/obo/HP_0002789,http://purl.obolibrary.org/obo/MP_0005426,Tachypnea (HPO),tachypnea (MPO),lexical,HP:0002789,MP:0005426
http://purl.obolibrary.org/obo/HP_0011854,http://purl.obolibrary.org/obo/MP_0005435,Hemoperitoneum (HPO),hemoperitoneum (MPO),lexical,HP:0011854,MP:0005435
http://purl.obolibrary.org/obo/HP_0031508,http://purl.obolibrary.org/obo/MP_0005468,Abnormal thyroid hormone level (HPO),abnormal thyroid hormone level (MPO),lexical,HP:0031508,MP:0005468
http://purl.obolibrary.org/obo/HP_0031505,http://purl.obolibrary.org/obo/MP_0005475,Abnormal circulating thyroxine level (HPO),abnormal circulating thyroxine level (MPO),lexical,HP:0031505,MP:0005475
http://purl.obolibrary.org/obo/HP_0031506,http://purl.obolibrary.org/obo/MP_0005477,Increased circulating thyroxine level (HPO),increased circulating thyroxine level (MPO),lexical,HP:0031506,MP:0005477
http://purl.obolibrary.org/obo/HP_0031507,http://purl.obolibrary.org/obo/MP_0005478,Decreased circulating thyroxine level (HPO),decreased circulating thyroxine level (MPO),lexical,HP:0031507,MP:0005478
http://purl.obolibrary.org/obo/HP_0005506,http://purl.obolibrary.org/obo/MP_0005481,Chronic myelogenous leukemia (HPO),increased chronic myelocytic leukemia incidence (MPO),lexical,HP:0005506,MP:0005481
http://purl.obolibrary.org/obo/HP_0001894,http://purl.obolibrary.org/obo/MP_0005505,Thrombocytosis (HPO),thrombocytosis (MPO),lexical,HP:0001894,MP:0005505
http://purl.obolibrary.org/obo/HP_0000554,http://purl.obolibrary.org/obo/MP_0005515,Uveitis (HPO),uveitis (MPO),lexical,HP:0000554,MP:0005515
http://purl.obolibrary.org/obo/HP_0012214,http://purl.obolibrary.org/obo/MP_0005527,Increased glomerular filtration rate (HPO),increased renal glomerular filtration rate (MPO),lexical,HP:0012214,MP:0005527
http://purl.obolibrary.org/obo/HP_0012213,http://purl.obolibrary.org/obo/MP_0005528,Decreased glomerular filtration rate (HPO),decreased renal glomerular filtration rate (MPO),lexical,HP:0012213,MP:0005528
http://purl.obolibrary.org/obo/HP_0002045,http://purl.obolibrary.org/obo/MP_0005534,Hypothermia (HPO),decreased body temperature (MPO),lexical,HP:0002045,MP:0005534
http://purl.obolibrary.org/obo/HP_0011496,http://purl.obolibrary.org/obo/MP_0005542,Corneal neovascularization (HPO),corneal vascularization (MPO),lexical,HP:0011496,MP:0005542
http://purl.obolibrary.org/obo/HP_0000531,http://purl.obolibrary.org/obo/MP_0005544,Corneal crystals (HPO),corneal deposits (MPO),lexical,HP:0000531,MP:0005544
http://purl.obolibrary.org/obo/HP_0011506,http://purl.obolibrary.org/obo/MP_0005546,Choroidal neovascularization (HPO),choroidal neovascularization (MPO),lexical,HP:0011506,MP:0005546
http://purl.obolibrary.org/obo/HP_0012213,http://purl.obolibrary.org/obo/MP_0005558,Decreased glomerular filtration rate (HPO),decreased creatinine clearance (MPO),lexical,HP:0012213,MP:0005558
http://purl.obolibrary.org/obo/HP_0025548,http://purl.obolibrary.org/obo/MP_0005561,Increased mean corpuscular hemoglobin concentration (HPO),increased mean corpuscular hemoglobin (MPO),lexical,HP:0025548,MP:0005561
http://purl.obolibrary.org/obo/HP_0032231,http://purl.obolibrary.org/obo/MP_0005562,Hypochromia (HPO),decreased mean corpuscular hemoglobin (MPO),lexical,HP:0032231,MP:0005562
http://purl.obolibrary.org/obo/HP_0031969,http://purl.obolibrary.org/obo/MP_0005566,Reduced blood urea nitrogen (HPO),decreased blood urea nitrogen level (MPO),lexical,HP:0031969,MP:0005566
http://purl.obolibrary.org/obo/HP_0002152,http://purl.obolibrary.org/obo/MP_0005568,Hyperproteinemia (HPO),increased circulating total protein level (MPO),lexical,HP:0002152,MP:0005568
http://purl.obolibrary.org/obo/HP_0012864,http://purl.obolibrary.org/obo/MP_0005578,Abnormal sperm morphology (HPO),teratozoospermia (MPO),lexical,HP:0012864,MP:0005578
http://purl.obolibrary.org/obo/HP_0012379,http://purl.obolibrary.org/obo/MP_0005584,Abnormal enzyme/coenzyme activity (HPO),abnormal enzyme/coenzyme activity (MPO),lexical,HP:0012379,MP:0005584
http://purl.obolibrary.org/obo/HP_0003010,http://purl.obolibrary.org/obo/MP_0005606,Prolonged bleeding time (HPO),increased bleeding time (MPO),lexical,HP:0003010,MP:0005606
http://purl.obolibrary.org/obo/HP_0025546,http://purl.obolibrary.org/obo/MP_0005640,Abnormal mean corpuscular hemoglobin concentration (HPO),abnormal mean corpuscular hemoglobin concentration (MPO),lexical,HP:0025546,MP:0005640
http://purl.obolibrary.org/obo/HP_0025548,http://purl.obolibrary.org/obo/MP_0005641,Increased mean corpuscular hemoglobin concentration (HPO),increased mean corpuscular hemoglobin concentration (MPO),lexical,HP:0025548,MP:0005641
http://purl.obolibrary.org/obo/HP_0025547,http://purl.obolibrary.org/obo/MP_0005642,Decreased mean corpuscular hemoglobin concentration (HPO),decreased mean corpuscular hemoglobin concentration (MPO),lexical,HP:0025547,MP:0005642
http://purl.obolibrary.org/obo/HP_0012245,http://purl.obolibrary.org/obo/MP_0005652,Sex reversal (HPO),sex reversal (MPO),lexical,HP:0012245,MP:0005652
http://purl.obolibrary.org/obo/HP_0002269,http://purl.obolibrary.org/obo/MP_0006009,Abnormality of neuronal migration (HPO),abnormal neuronal migration (MPO),lexical,HP:0002269,MP:0006009
http://purl.obolibrary.org/obo/HP_0002206,http://purl.obolibrary.org/obo/MP_0006050,Pulmonary fibrosis (HPO),pulmonary fibrosis (MPO),lexical,HP:0002206,MP:0006050
http://purl.obolibrary.org/obo/HP_0011536,http://purl.obolibrary.org/obo/MP_0006061,Right atrial isomerism (HPO),right atrial isomerism (MPO),lexical,HP:0011536,MP:0006061
http://purl.obolibrary.org/obo/HP_0000023,http://purl.obolibrary.org/obo/MP_0006077,Inguinal hernia (HPO),inguinal hernia (MPO),lexical,HP:0000023,MP:0006077
http://purl.obolibrary.org/obo/HP_0004404,http://purl.obolibrary.org/obo/MP_0006078,Abnormal nipple morphology (HPO),abnormal nipple morphology (MPO),lexical,HP:0004404,MP:0006078
http://purl.obolibrary.org/obo/HP_0001700,http://purl.obolibrary.org/obo/MP_0006085,Myocardial necrosis (HPO),myocardium necrosis (MPO),lexical,HP:0001700,MP:0006085
http://purl.obolibrary.org/obo/HP_0045082,http://purl.obolibrary.org/obo/MP_0006086,Decreased body mass index (HPO),decreased body mass index (MPO),lexical,HP:0045082,MP:0006086
http://purl.obolibrary.org/obo/HP_0031418,http://purl.obolibrary.org/obo/MP_0006087,Increased body mass index (HPO),increased body mass index (MPO),lexical,HP:0031418,MP:0006087
http://purl.obolibrary.org/obo/HP_0030999,http://purl.obolibrary.org/obo/MP_0006089,Abnormal vestibular saccule morphology (HPO),abnormal vestibular saccule morphology (MPO),lexical,HP:0030999,MP:0006089
http://purl.obolibrary.org/obo/HP_0004947,http://purl.obolibrary.org/obo/MP_0006093,Arteriovenous fistula (HPO),arteriovenous malformation (MPO),lexical,HP:0004947,MP:0006093
http://purl.obolibrary.org/obo/HP_0030759,http://purl.obolibrary.org/obo/MP_0006094,Adipocyte hypertrophy (HPO),increased fat cell size (MPO),lexical,HP:0030759,MP:0006094
http://purl.obolibrary.org/obo/HP_0001663,http://purl.obolibrary.org/obo/MP_0006110,Ventricular fibrillation (HPO),ventricular fibrillation (MPO),lexical,HP:0001663,MP:0006110
http://purl.obolibrary.org/obo/HP_0001681,http://purl.obolibrary.org/obo/MP_0006112,Angina pectoris (HPO),angina (MPO),lexical,HP:0001681,MP:0006112
http://purl.obolibrary.org/obo/HP_0030148,http://purl.obolibrary.org/obo/MP_0006114,Heart murmur (HPO),cardiac murmur (MPO),lexical,HP:0030148,MP:0006114
http://purl.obolibrary.org/obo/HP_0025578,http://purl.obolibrary.org/obo/MP_0006118,Aortic valve prolapse (HPO),aortic valve prolapse (MPO),lexical,HP:0025578,MP:0006118
http://purl.obolibrary.org/obo/HP_0011560,http://purl.obolibrary.org/obo/MP_0006119,Mitral atresia (HPO),mitral valve atresia (MPO),lexical,HP:0011560,MP:0006119
http://purl.obolibrary.org/obo/HP_0011662,http://purl.obolibrary.org/obo/MP_0006123,Tricuspid atresia (HPO),tricuspid valve atresia (MPO),lexical,HP:0011662,MP:0006123
http://purl.obolibrary.org/obo/HP_0010446,http://purl.obolibrary.org/obo/MP_0006124,Tricuspid stenosis (HPO),tricuspid valve stenosis (MPO),lexical,HP:0010446,MP:0006124
http://purl.obolibrary.org/obo/HP_0025324,http://purl.obolibrary.org/obo/MP_0006134,Arterial occlusion (HPO),artery occlusion (MPO),lexical,HP:0025324,MP:0006134
http://purl.obolibrary.org/obo/HP_0002619,http://purl.obolibrary.org/obo/MP_0006136,Varicose veins (HPO),varicose veins (MPO),lexical,HP:0002619,MP:0006136
http://purl.obolibrary.org/obo/HP_0001635,http://purl.obolibrary.org/obo/MP_0006138,Congestive heart failure (HPO),congestive heart failure (MPO),lexical,HP:0001635,MP:0006138
