# curie_map:
#   APO: http://purl.obolibrary.org/obo/APO_
#   DDPHENO: http://purl.obolibrary.org/obo/DDPHENO_
#   DPO: http://purl.obolibrary.org/obo/FBcv_
#   FYPO: http://purl.obolibrary.org/obo/FYPO_
#   HP: http://purl.obolibrary.org/obo/HP_
#   MGPO: http://purl.obolibrary.org/obo/MGPO_
#   MP: http://purl.obolibrary.org/obo/MP_
#   PLANP: http://purl.obolibrary.org/obo/PLANP_
#   WBPhenotype: http://purl.obolibrary.org/obo/WBPhenotype_
#   XPO: http://purl.obolibrary.org/obo/XPO_
#   ZP: http://purl.obolibrary.org/obo/ZP_
#   phipo: http://purl.obolibrary.org/obo/PHIPO_
# license: https://w3id.org/sssom/license/unspecified
# mapping_set_id: https://w3id.org/sssom/mappings/8619a8fb-deae-4d9b-8239-33eb56e27cca
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	mapping_tool	confidence	subject_match_field	object_match_field	match_string	subject_preprocessing	object_preprocessing
HP:0012290	Mouth neoplasm (HPO)	skos:exactMatch	HP:0100826	Neoplasm of the nail (HPO)	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref	oio:hasDbXref	ncit:c3262		
HP:0012290	Mouth neoplasm (HPO)	skos:exactMatch	HP:0100527	Neoplasia of the pleura (HPO)	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref	oio:hasDbXref	ncit:c3262		
HP:0012290	Mouth neoplasm (HPO)	skos:exactMatch	HP:0100630	Neoplasia of the nasopharynx (HPO)	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref	oio:hasDbXref	ncit:c3262		
HP:0012290	Mouth neoplasm (HPO)	skos:exactMatch	HP:0100544	Neoplasm of the heart (HPO)	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref	oio:hasDbXref	ncit:c3262		
HP:0012290	Mouth neoplasm (HPO)	skos:exactMatch	HP:0100551	Neoplasm of the trachea (HPO)	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref	oio:hasDbXref	ncit:c3262		
HP:0012290	Mouth neoplasm (HPO)	skos:exactMatch	HP:0100552	Neoplasm of the tracheobronchial system (HPO)	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref	oio:hasDbXref	ncit:c3262		
HP:0012290	Mouth neoplasm (HPO)	skos:exactMatch	HP:0100568	Neoplasm of the endocrine system (HPO)	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref	oio:hasDbXref	ncit:c3262		
HP:0012290	Mouth neoplasm (HPO)	skos:exactMatch	HP:0100574	Biliary tract neoplasm (HPO)	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref	oio:hasDbXref	ncit:c3262		
HP:0012290	Mouth neoplasm (HPO)	skos:exactMatch	HP:0200013	Neoplasm of fatty tissue (HPO)	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref	oio:hasDbXref	ncit:c3262		
HP:0012290	Mouth neoplasm (HPO)	skos:exactMatch	HP:0100604	Neoplasm of the lip (HPO)	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref	oio:hasDbXref	ncit:c3262		
HP:0012290	Mouth neoplasm (HPO)	skos:exactMatch	HP:0100605	Neoplasm of the larynx (HPO)	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref	oio:hasDbXref	ncit:c3262		
HP:0012290	Mouth neoplasm (HPO)	skos:exactMatch	HP:0100799	Neoplasm of the middle ear (HPO)	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref	oio:hasDbXref	ncit:c3262		
HP:0012290	Mouth neoplasm (HPO)	skos:exactMatch	HP:0100606	Neoplasm of the respiratory system (HPO)	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref	oio:hasDbXref	ncit:c3262		
HP:0012290	Mouth neoplasm (HPO)	skos:exactMatch	HP:0100575	Neoplasm of the gallbladder (HPO)	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref	oio:hasDbXref	ncit:c3262		
HP:0012290	Mouth neoplasm (HPO)	skos:exactMatch	HP:0100615	Ovarian neoplasm (HPO)	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref	oio:hasDbXref	ncit:c3262		
HP:0012294	Abnormal occipital bone morphology (HPO)	skos:exactMatch	MP:0005269	abnormal occipital bone morphology (MPO)	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	abnormal occipital bone morphology	semapv:RegularExpressionReplacement	semapv:RegularExpressionReplacement
HP:0012303	Abnormal aortic arch morphology (HPO)	skos:exactMatch	MP:0004113	abnormal aortic arch morphology (MPO)	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref	oio:hasDbXref	fyler:2700		
HP:0012303	Abnormal aortic arch morphology (HPO)	skos:exactMatch	MP:0004113	abnormal aortic arch morphology (MPO)	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	abnormal aortic arch morphology	semapv:RegularExpressionReplacement	semapv:RegularExpressionReplacement
HP:0012303	Abnormal aortic arch morphology (HPO)	skos:exactMatch	XPO:0101749	abnormal aortic arch morphology (XPO)	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	abnormal aortic arch morphology	semapv:RegularExpressionReplacement	semapv:RegularExpressionReplacement
HP:0012304	Hypoplastic aortic arch (HPO)	skos:exactMatch	MP:0010485	aortic arch hypoplasia (MPO)	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasExactSynonym	hypoplastic aortic arch	semapv:RegularExpressionReplacement	
HP:0012304	Hypoplastic aortic arch (HPO)	skos:exactMatch	MP:0010485	aortic arch hypoplasia (MPO)	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	aortic arch hypoplasia		semapv:RegularExpressionReplacement
HP:0012304	Hypoplastic aortic arch (HPO)	skos:exactMatch	MP:0010485	aortic arch hypoplasia (MPO)	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref	oio:hasDbXref	fyler:2704		
HP:0012311	Monocytosis (HPO)	skos:exactMatch	MP:0000220	increased monocyte cell number (MPO)	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasExactSynonym	monocytosis	semapv:RegularExpressionReplacement	
HP:0012312	Monocytopenia (HPO)	skos:exactMatch	MP:0000223	decreased monocyte cell number (MPO)	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasExactSynonym	monocytopenia	semapv:RegularExpressionReplacement	
HP:0012317	Sacroiliac arthritis (HPO)	skos:exactMatch	MP:0030822	sacroiliac joint inflammation (MPO)	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	sacroiliitis		
HP:0012317	Sacroiliac arthritis (HPO)	skos:exactMatch	MP:0030822	sacroiliac joint inflammation (MPO)	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasExactSynonym	sacroiliac arthritis	semapv:RegularExpressionReplacement	
HP:0012326	Abnormal celiac artery morphology (HPO)	skos:exactMatch	MP:0013854	abnormal celiac artery morphology (MPO)	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	abnormal coeliac artery morphology		
HP:0012326	Abnormal celiac artery morphology (HPO)	skos:exactMatch	MP:0013854	abnormal celiac artery morphology (MPO)	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	abnormal celiac artery morphology	semapv:RegularExpressionReplacement	semapv:RegularExpressionReplacement
HP:0012327	Celiac artery compression (HPO)	skos:exactMatch	MP:0013856	celiac artery compression (MPO)	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	celiac artery compression	semapv:RegularExpressionReplacement	semapv:RegularExpressionReplacement
HP:0012327	Celiac artery compression (HPO)	skos:exactMatch	MP:0013856	celiac artery compression (MPO)	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	coeliac artery compression		
HP:0012330	Pyelonephritis (HPO)	skos:exactMatch	MP:0011403	pyelonephritis (MPO)	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	pyelonephritis	semapv:RegularExpressionReplacement	semapv:RegularExpressionReplacement
HP:0012331	Abnormal autonomic nervous system morphology (HPO)	skos:exactMatch	MP:0002751	abnormal autonomic nervous system morphology (MPO)	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	abnormal autonomic nervous system morphology	semapv:RegularExpressionReplacement	semapv:RegularExpressionReplacement
HP:0012332	Abnormal autonomic nervous system physiology (HPO)	skos:exactMatch	MP:0006276	abnormal autonomic nervous system physiology (MPO)	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	abnormal autonomic nervous system physiology	semapv:RegularExpressionReplacement	semapv:RegularExpressionReplacement
HP:0012334	Extrahepatic cholestasis (HPO)	skos:exactMatch	MP:0005414	extrahepatic cholestasis (MPO)	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	extrahepatic cholestasis	semapv:RegularExpressionReplacement	semapv:RegularExpressionReplacement
HP:0012337	Abnormal homeostasis (HPO)	skos:exactMatch	MP:0001764	abnormal homeostasis (MPO)	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	abnormal homeostasis	semapv:RegularExpressionReplacement	semapv:RegularExpressionReplacement
HP:0012338	Abnormal energy expenditure (HPO)	skos:exactMatch	MP:0005450	abnormal energy expenditure (MPO)	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	abnormal energy expenditure		semapv:RegularExpressionReplacement
HP:0012338	Abnormal energy expenditure (HPO)	skos:exactMatch	MP:0005450	abnormal energy expenditure (MPO)	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	abnormal energy expenditure	semapv:RegularExpressionReplacement	semapv:RegularExpressionReplacement
HP:0012341	Microprolactinoma (HPO)	skos:exactMatch	HP:0012342	Macroprolactinoma (HPO)	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref	oio:hasDbXref	msh:d015175		
HP:0012344	Morphea (HPO)	skos:exactMatch	HP:0100324	Scleroderma (HPO)	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref	oio:hasDbXref	msh:d012594		
HP:0012365	Hypophosphaturia (HPO)	skos:exactMatch	MP:0002902	decreased urine phosphate level (MPO)	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasExactSynonym	hypophosphaturia	semapv:RegularExpressionReplacement	
HP:0012367	Extra fontanelles (HPO)	skos:exactMatch	HP:0012800	Accessory cranial suture (HPO)	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref	oio:hasDbXref	umls:c4022927		
HP:0012368	Flat face (HPO)	skos:exactMatch	MP:0012175	flat face (MPO)	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	flat face	semapv:RegularExpressionReplacement	semapv:RegularExpressionReplacement
HP:0012368	Flat face (HPO)	skos:exactMatch	MP:0012175	flat face (MPO)	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	flat face		semapv:RegularExpressionReplacement
HP:0012369	Abnormal malar bone morphology (HPO)	skos:exactMatch	MP:0005270	abnormal zygomatic bone morphology (MPO)	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasExactSynonym	abnormal malar bone morphology	semapv:RegularExpressionReplacement	
HP:0012372	Abnormal eye morphology (HPO)	skos:exactMatch	MP:0002092	abnormal eye morphology (MPO)	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref	oio:hasDbXref	fyler:4863		
HP:0012372	Abnormal eye morphology (HPO)	skos:exactMatch	XPO:0101817	abnormal eye morphology (XPO)	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	abnormal eye morphology	semapv:RegularExpressionReplacement	semapv:RegularExpressionReplacement
HP:0012372	Abnormal eye morphology (HPO)	skos:exactMatch	MP:0002092	abnormal eye morphology (MPO)	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	abnormal eye morphology	semapv:RegularExpressionReplacement	semapv:RegularExpressionReplacement
HP:0012373	Abnormal eye physiology (HPO)	skos:exactMatch	MP:0005253	abnormal eye physiology (MPO)	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	abnormal eye physiology	semapv:RegularExpressionReplacement	semapv:RegularExpressionReplacement
HP:0012373	Abnormal eye physiology (HPO)	skos:exactMatch	MP:0005253	abnormal eye physiology (MPO)	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	abnormal eye physiology		semapv:RegularExpressionReplacement
HP:0012376	Microphakia (HPO)	skos:exactMatch	MP:0001306	small lens (MPO)	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasExactSynonym	microphakia	semapv:RegularExpressionReplacement	
HP:0012376	Microphakia (HPO)	skos:exactMatch	MP:0001306	small lens (MPO)	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	small lens		semapv:RegularExpressionReplacement
HP:0012377	Hemianopia (HPO)	skos:exactMatch	HP:0030516	Homonymous hemianopia (HPO)	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref	oio:hasDbXref	msh:d006423		
HP:0012377	Hemianopia (HPO)	skos:exactMatch	HP:0030520	Binasal hemianopia (HPO)	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref	oio:hasDbXref	msh:d006423		
HP:0012377	Hemianopia (HPO)	skos:exactMatch	HP:0030521	Bitemporal hemianopia (HPO)	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref	oio:hasDbXref	msh:d006423		
HP:0012378	Fatigue (HPO)	skos:exactMatch	MP:0002899	fatigue (MPO)	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	fatigue	semapv:RegularExpressionReplacement	semapv:RegularExpressionReplacement
HP:0012378	Fatigue (HPO)	skos:exactMatch	MP:0002899	fatigue (MPO)	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	fatigue		semapv:RegularExpressionReplacement
HP:0012379	Abnormal enzyme/coenzyme activity (HPO)	skos:exactMatch	MP:0005584	abnormal enzyme/coenzyme activity (MPO)	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	abnormal enzyme/coenzyme activity	semapv:RegularExpressionReplacement	semapv:RegularExpressionReplacement
HP:0012382	Left-to-right shunt (HPO)	skos:exactMatch	MP:0031129	left-to-right shunt (MPO)	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	left-to-right shunt	semapv:RegularExpressionReplacement	semapv:RegularExpressionReplacement
HP:0012384	Rhinitis (HPO)	skos:exactMatch	MP:0001867	rhinitis (MPO)	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	rhinitis	semapv:RegularExpressionReplacement	semapv:RegularExpressionReplacement
HP:0012384	Rhinitis (HPO)	skos:exactMatch	MP:0001866	nasal inflammation (MPO)	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	nasal inflammation		semapv:RegularExpressionReplacement
HP:0012385	Camptodactyly (HPO)	skos:exactMatch	MP:0003807	camptodactyly (MPO)	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	camptodactyly	semapv:RegularExpressionReplacement	semapv:RegularExpressionReplacement
HP:0012386	Absent hallux (HPO)	skos:exactMatch	MP:0009001	absent hallux (MPO)	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	absent big toe		
HP:0012386	Absent hallux (HPO)	skos:exactMatch	MP:0009001	absent hallux (MPO)	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	absent hallux	semapv:RegularExpressionReplacement	semapv:RegularExpressionReplacement
HP:0012387	Bronchitis (HPO)	skos:exactMatch	MP:0031055	bronchitis (MPO)	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	bronchitis	semapv:RegularExpressionReplacement	semapv:RegularExpressionReplacement
HP:0012396	Biliary dyskinesia (HPO)	skos:exactMatch	HP:0012442	Gallbladder dyskinesia (HPO)	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref	oio:hasDbXref	msh:d001657		
HP:0012405	Hypocitraturia (HPO)	skos:exactMatch	MP:0030779	decreased urine citrate level (MPO)	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	decreased urine citrate concentration		
HP:0012405	Hypocitraturia (HPO)	skos:exactMatch	MP:0030779	decreased urine citrate level (MPO)	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasExactSynonym	hypocitraturia	semapv:RegularExpressionReplacement	
HP:0012406	Hypercitraturia (HPO)	skos:exactMatch	MP:0030778	increased urine citrate level (MPO)	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasExactSynonym	hypercitraturia	semapv:RegularExpressionReplacement	
HP:0012406	Hypercitraturia (HPO)	skos:exactMatch	MP:0030778	increased urine citrate level (MPO)	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	increased urine citrate concentration		
HP:0012415	Abnormal blood gas level (HPO)	skos:exactMatch	MP:0002329	abnormal blood gas level (MPO)	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	abnormal blood gas level	semapv:RegularExpressionReplacement	semapv:RegularExpressionReplacement
HP:0012415	Abnormal blood gas level (HPO)	skos:exactMatch	MP:0002329	abnormal blood gas level (MPO)	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	abnormal blood gas level		semapv:RegularExpressionReplacement
HP:0012416	Hypercapnia (HPO)	skos:exactMatch	MP:0002318	hypercapnia (MPO)	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	hypercapnia	semapv:RegularExpressionReplacement	semapv:RegularExpressionReplacement
HP:0012417	Hypocapnia (HPO)	skos:exactMatch	MP:0003032	hypocapnia (MPO)	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	hypocapnia	semapv:RegularExpressionReplacement	semapv:RegularExpressionReplacement
HP:0012418	Hypoxemia (HPO)	skos:exactMatch	MP:0012549	hypoxemia (MPO)	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	hypoxemia	semapv:RegularExpressionReplacement	semapv:RegularExpressionReplacement
HP:0012418	Hypoxemia (HPO)	skos:closeMatch	MP:0005039	hypoxia (MPO)	semapv:LexicalMatching	oaklib	0.5	oio:hasRelatedSynonym	rdfs:label	hypoxia		semapv:RegularExpressionReplacement
HP:0012433	Abnormal social behavior (HPO)	skos:exactMatch	MP:0002557	abnormal social/conspecific interaction behavior (MPO)	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	abnormal social behaviour		
HP:0012433	Abnormal social behavior (HPO)	skos:exactMatch	XPO:0131406	abnormal social behavior (XPO)	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	abnormal social behavior		semapv:RegularExpressionReplacement
HP:0012433	Abnormal social behavior (HPO)	skos:exactMatch	XPO:0131406	abnormal social behavior (XPO)	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	abnormal social behavior	semapv:RegularExpressionReplacement	semapv:RegularExpressionReplacement
HP:0012433	Abnormal social behavior (HPO)	skos:exactMatch	MP:0002557	abnormal social/conspecific interaction behavior (MPO)	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasExactSynonym	abnormal social behavior	semapv:RegularExpressionReplacement	
HP:0012433	Abnormal social behavior (HPO)	skos:exactMatch	MP:0002557	abnormal social/conspecific interaction behavior (MPO)	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	abnormal social behavior		
HP:0012437	Abnormal gallbladder morphology (HPO)	skos:exactMatch	MP:0005084	abnormal gallbladder morphology (MPO)	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	abnormal gallbladder morphology	semapv:RegularExpressionReplacement	semapv:RegularExpressionReplacement
HP:0012438	Abnormal gallbladder physiology (HPO)	skos:exactMatch	MP:0005085	abnormal gallbladder physiology (MPO)	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	abnormal gallbladder physiology	semapv:RegularExpressionReplacement	semapv:RegularExpressionReplacement
HP:0012440	Abnormal biliary tract morphology (HPO)	skos:exactMatch	MP:0005083	abnormal biliary tract morphology (MPO)	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	abnormal biliary tract morphology	semapv:RegularExpressionReplacement	semapv:RegularExpressionReplacement
HP:0012444	Brain atrophy (HPO)	skos:exactMatch	MP:0012506	brain atrophy (MPO)	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	brain atrophy	semapv:RegularExpressionReplacement	semapv:RegularExpressionReplacement
HP:0012447	Abnormal myelination (HPO)	skos:exactMatch	MP:0000920	abnormal myelination (MPO)	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	abnormal myelination	semapv:RegularExpressionReplacement	semapv:RegularExpressionReplacement
HP:0012450	Chronic constipation (HPO)	skos:exactMatch	MP:0003268	chronic constipation (MPO)	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	chronic constipation	semapv:RegularExpressionReplacement	semapv:RegularExpressionReplacement
HP:0012450	Chronic constipation (HPO)	skos:exactMatch	MP:0003268	chronic constipation (MPO)	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	chronic constipation		semapv:RegularExpressionReplacement
HP:0012465	Elevated hepatic iron concentration (HPO)	skos:exactMatch	MP:0008807	increased liver iron level (MPO)	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	increased liver iron level		semapv:RegularExpressionReplacement
HP:0012471	Thick vermilion border (HPO)	skos:exactMatch	MP:0003774	thick lip (MPO)	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	increased volume of lip		
HP:0012472	Eclabion (HPO)	skos:exactMatch	MP:0003773	eclabion (MPO)	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	eclabium		
HP:0012472	Eclabion (HPO)	skos:exactMatch	MP:0003773	eclabion (MPO)	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	eclabion	semapv:RegularExpressionReplacement	semapv:RegularExpressionReplacement
HP:0012472	Eclabion (HPO)	skos:exactMatch	MP:0003773	eclabion (MPO)	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	outward turned lips		
HP:0012472	Eclabion (HPO)	skos:exactMatch	MP:0003773	eclabion (MPO)	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	everted lips		
HP:0012478	Temporomandibular joint ankylosis (HPO)	skos:exactMatch	MP:0030327	temporomandibular joint ankylosis (MPO)	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	temporomandibular joint fusion		
HP:0012478	Temporomandibular joint ankylosis (HPO)	skos:exactMatch	MP:0030327	temporomandibular joint ankylosis (MPO)	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	temporomandibular joint ankylosis	semapv:RegularExpressionReplacement	semapv:RegularExpressionReplacement
HP:0012480	Abnormal cerebral vein morphology (HPO)	skos:exactMatch	XPO:0102167	abnormal cerebral vein morphology (XPO)	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	abnormal cerebral vein morphology	semapv:RegularExpressionReplacement	semapv:RegularExpressionReplacement
HP:0012486	Myelitis (HPO)	skos:exactMatch	MP:0030987	spinal cord inflammation (MPO)	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasExactSynonym	myelitis	semapv:RegularExpressionReplacement	
HP:0012490	Panniculitis (HPO)	skos:exactMatch	MP:0011164	panniculitis (MPO)	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	panniculitis	semapv:RegularExpressionReplacement	semapv:RegularExpressionReplacement
HP:0012505	Enlarged pituitary gland (HPO)	skos:exactMatch	MP:0000636	enlarged pituitary gland (MPO)	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	enlarged pituitary gland	semapv:RegularExpressionReplacement	semapv:RegularExpressionReplacement
HP:0012506	Small pituitary gland (HPO)	skos:exactMatch	MP:0005361	small pituitary gland (MPO)	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	small pituitary gland	semapv:RegularExpressionReplacement	semapv:RegularExpressionReplacement
HP:0012518	Abnormal circle of Willis morphology (HPO)	skos:exactMatch	MP:0014016	abnormal circle of Willis morphology (MPO)	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	abnormal circle of willis morphology	semapv:RegularExpressionReplacement	semapv:RegularExpressionReplacement
HP:0012521	Optic nerve aplasia (HPO)	skos:exactMatch	MP:0001333	absent optic nerve (MPO)	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	absent optic nerve		semapv:RegularExpressionReplacement
HP:0012521	Optic nerve aplasia (HPO)	skos:exactMatch	XPO:0125629	absent optic nerve (XPO)	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	absent optic nerve		semapv:RegularExpressionReplacement
HP:0012524	Abnormal platelet shape (HPO)	skos:exactMatch	MP:0003405	abnormal platelet shape (MPO)	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	abnormal platelet shape	semapv:RegularExpressionReplacement	semapv:RegularExpressionReplacement
HP:0012533	Allodynia (HPO)	skos:exactMatch	MP:0003177	allodynia (MPO)	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	allodynia	semapv:RegularExpressionReplacement	semapv:RegularExpressionReplacement
HP:0012534	Dysesthesia (HPO)	skos:exactMatch	MP:0005407	hyperalgesia (MPO)	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	hyperalgesia		semapv:RegularExpressionReplacement
HP:0012535	Abnormal synaptic transmission (HPO)	skos:broadMatch	MP:0002206	abnormal CNS synaptic transmission (MPO)	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasBroadSynonym	abnormal synaptic transmission	semapv:RegularExpressionReplacement	
HP:0012535	Abnormal synaptic transmission (HPO)	skos:exactMatch	MP:0003635	abnormal synaptic transmission (MPO)	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	abnormal synaptic transmission	semapv:RegularExpressionReplacement	semapv:RegularExpressionReplacement
HP:0012543	Hemosiderinuria (HPO)	skos:exactMatch	MP:0000327	hemosiderinuria (MPO)	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	hemosiderinuria	semapv:RegularExpressionReplacement	semapv:RegularExpressionReplacement
HP:0012549	Conjunctival lipoma (HPO)	skos:exactMatch	HP:0100251	Multiple central nervous system lipomas (HPO)	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref	oio:hasDbXref	ncit:c3192		
HP:0012561	Unicuspid aortic valve (HPO)	skos:exactMatch	MP:0010596	unicuspid aortic valve (MPO)	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	unicuspid aortic valve	semapv:RegularExpressionReplacement	semapv:RegularExpressionReplacement
