p1,p2,label_x,label_y,cat
http://purl.obolibrary.org/obo/MP_0001916,http://purl.obolibrary.org/obo/HP_0001342,intracerebral hemorrhage (MPO),Cerebral hemorrhage (HPO),lexical
http://purl.obolibrary.org/obo/HP_0011588,http://purl.obolibrary.org/obo/MP_0004161,Cervical aortic arch (HPO),cervical aortic arch (MPO),lexical
http://purl.obolibrary.org/obo/MP_0004161,http://purl.obolibrary.org/obo/HP_0011588,cervical aortic arch (MPO),Cervical aortic arch (HPO),lexical
http://purl.obolibrary.org/obo/HP_0030160,http://purl.obolibrary.org/obo/MP_0009228,Cervicitis (HPO),uterine cervix inflammation (MPO),lexical
http://purl.obolibrary.org/obo/MP_0009228,http://purl.obolibrary.org/obo/HP_0030160,uterine cervix inflammation (MPO),Cervicitis (HPO),lexical
http://purl.obolibrary.org/obo/HP_0010605,http://purl.obolibrary.org/obo/MP_0013390,Chalazion (HPO),Meibomian gland cyst (MPO),lexical
http://purl.obolibrary.org/obo/MP_0013390,http://purl.obolibrary.org/obo/HP_0010605,Meibomian gland cyst (MPO),Chalazion (HPO),lexical
http://purl.obolibrary.org/obo/MP_0003777,http://purl.obolibrary.org/obo/HP_0100825,lip inflammation (MPO),Cheilitis (HPO),lexical
http://purl.obolibrary.org/obo/HP_0100825,http://purl.obolibrary.org/obo/MP_0003777,Cheilitis (HPO),lip inflammation (MPO),lexical
http://purl.obolibrary.org/obo/MP_0000114,http://purl.obolibrary.org/obo/HP_0400001,cleft chin (MPO),Chin with vertical crease (HPO),lexical
http://purl.obolibrary.org/obo/HP_0400001,http://purl.obolibrary.org/obo/MP_0000114,Chin with vertical crease (HPO),cleft chin (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000453,http://purl.obolibrary.org/obo/MP_0008970,Choanal atresia (HPO),choanal atresia (MPO),lexical-logical
http://purl.obolibrary.org/obo/MP_0008970,http://purl.obolibrary.org/obo/HP_0000453,choanal atresia (MPO),Choanal atresia (HPO),lexical-logical
http://purl.obolibrary.org/obo/MP_0030062,http://purl.obolibrary.org/obo/HP_0000452,choanal stenosis (MPO),Choanal stenosis (HPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0000452,http://purl.obolibrary.org/obo/MP_0030062,Choanal stenosis (HPO),choanal stenosis (MPO),lexical-logical
http://purl.obolibrary.org/obo/MP_0003254,http://purl.obolibrary.org/obo/HP_0030151,bile duct inflammation (MPO),Cholangitis (HPO),lexical
http://purl.obolibrary.org/obo/HP_0030151,http://purl.obolibrary.org/obo/MP_0003254,Cholangitis (HPO),bile duct inflammation (MPO),lexical
http://purl.obolibrary.org/obo/MP_0003251,http://purl.obolibrary.org/obo/HP_0001082,gallbladder inflammation (MPO),Cholecystitis (HPO),lexical
http://purl.obolibrary.org/obo/HP_0001082,http://purl.obolibrary.org/obo/MP_0003251,Cholecystitis (HPO),gallbladder inflammation (MPO),lexical
http://purl.obolibrary.org/obo/MP_0002830,http://purl.obolibrary.org/obo/HP_0001081,gallstones (MPO),Cholelithiasis (HPO),lexical
http://purl.obolibrary.org/obo/HP_0001081,http://purl.obolibrary.org/obo/MP_0002830,Cholelithiasis (HPO),gallstones (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001396,http://purl.obolibrary.org/obo/MP_0000610,Cholestasis (HPO),cholestasis (MPO),lexical
http://purl.obolibrary.org/obo/MP_0000610,http://purl.obolibrary.org/obo/HP_0001396,cholestasis (MPO),Cholestasis (HPO),lexical
http://purl.obolibrary.org/obo/MP_0003555,http://purl.obolibrary.org/obo/HP_0000041,chordee (MPO),Chordee (HPO),lexical
http://purl.obolibrary.org/obo/HP_0000041,http://purl.obolibrary.org/obo/MP_0003555,Chordee (HPO),chordee (MPO),lexical
http://purl.obolibrary.org/obo/HP_0011506,http://purl.obolibrary.org/obo/MP_0005546,Choroidal neovascularization (HPO),choroidal neovascularization (MPO),lexical
http://purl.obolibrary.org/obo/MP_0005546,http://purl.obolibrary.org/obo/HP_0011506,choroidal neovascularization (MPO),Choroidal neovascularization (HPO),lexical
http://purl.obolibrary.org/obo/HP_0040012,http://purl.obolibrary.org/obo/MP_0004028,Chromosome breakage (HPO),chromosome breakage (MPO),lexical
http://purl.obolibrary.org/obo/MP_0004028,http://purl.obolibrary.org/obo/HP_0040012,chromosome breakage (MPO),Chromosome breakage (HPO),lexical
http://purl.obolibrary.org/obo/HP_0012450,http://purl.obolibrary.org/obo/MP_0003268,Chronic constipation (HPO),chronic constipation (MPO),lexical
http://purl.obolibrary.org/obo/MP_0003268,http://purl.obolibrary.org/obo/HP_0012450,chronic constipation (MPO),Chronic constipation (HPO),lexical
http://purl.obolibrary.org/obo/MP_0001665,http://purl.obolibrary.org/obo/HP_0002028,chronic diarrhea (MPO),Chronic diarrhea (HPO),lexical
http://purl.obolibrary.org/obo/HP_0002028,http://purl.obolibrary.org/obo/MP_0001665,Chronic diarrhea (HPO),chronic diarrhea (MPO),lexical
http://purl.obolibrary.org/obo/HP_0005506,http://purl.obolibrary.org/obo/MP_0005481,Chronic myelogenous leukemia (HPO),increased chronic myelocytic leukemia incidence (MPO),lexical
http://purl.obolibrary.org/obo/MP_0005481,http://purl.obolibrary.org/obo/HP_0005506,increased chronic myelocytic leukemia incidence (MPO),Chronic myelogenous leukemia (HPO),lexical
http://purl.obolibrary.org/obo/MP_0003341,http://purl.obolibrary.org/obo/HP_0006280,chronic pancreas inflammation (MPO),Chronic pancreatitis (HPO),lexical
http://purl.obolibrary.org/obo/HP_0006280,http://purl.obolibrary.org/obo/MP_0003341,Chronic pancreatitis (HPO),chronic pancreas inflammation (MPO),lexical
http://purl.obolibrary.org/obo/MP_0003660,http://purl.obolibrary.org/obo/HP_0010310,chylothorax (MPO),Chylothorax (HPO),lexical
http://purl.obolibrary.org/obo/HP_0010310,http://purl.obolibrary.org/obo/MP_0003660,Chylothorax (HPO),chylothorax (MPO),lexical
http://purl.obolibrary.org/obo/HP_0012281,http://purl.obolibrary.org/obo/MP_0012080,Chylous ascites (HPO),chylous ascites (MPO),lexical
http://purl.obolibrary.org/obo/MP_0012080,http://purl.obolibrary.org/obo/HP_0012281,chylous ascites (MPO),Chylous ascites (HPO),lexical
http://purl.obolibrary.org/obo/HP_0020006,http://purl.obolibrary.org/obo/MP_0010719,Ciliary body coloboma (HPO),ciliary body coloboma (MPO),lexical
http://purl.obolibrary.org/obo/MP_0010719,http://purl.obolibrary.org/obo/HP_0020006,ciliary body coloboma (MPO),Ciliary body coloboma (HPO),lexical
http://purl.obolibrary.org/obo/MP_0003046,http://purl.obolibrary.org/obo/HP_0001394,liver cirrhosis (MPO),Cirrhosis (HPO),lexical
http://purl.obolibrary.org/obo/HP_0001394,http://purl.obolibrary.org/obo/MP_0003046,Cirrhosis (HPO),liver cirrhosis (MPO),lexical
http://purl.obolibrary.org/obo/MP_0013545,http://purl.obolibrary.org/obo/HP_0410005,cleft hard palate (MPO),Cleft hard palate (HPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0410005,http://purl.obolibrary.org/obo/MP_0013545,Cleft hard palate (HPO),cleft hard palate (MPO),lexical-logical
http://purl.obolibrary.org/obo/MP_0000111,http://purl.obolibrary.org/obo/HP_0000175,cleft palate (MPO),Cleft palate (HPO),lexical
http://purl.obolibrary.org/obo/HP_0000175,http://purl.obolibrary.org/obo/MP_0000111,Cleft palate (HPO),cleft palate (MPO),lexical
http://purl.obolibrary.org/obo/MP_0013546,http://purl.obolibrary.org/obo/HP_0000185,cleft soft palate (MPO),Cleft soft palate (HPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0000185,http://purl.obolibrary.org/obo/MP_0013546,Cleft soft palate (HPO),cleft soft palate (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0000204,http://purl.obolibrary.org/obo/MP_0005170,Cleft upper lip (HPO),cleft upper lip (MPO),lexical
http://purl.obolibrary.org/obo/MP_0005170,http://purl.obolibrary.org/obo/HP_0000204,cleft upper lip (MPO),Cleft upper lip (HPO),lexical
http://purl.obolibrary.org/obo/HP_0030084,http://purl.obolibrary.org/obo/MP_0006253,Clinodactyly (HPO),clinodactyly (MPO),lexical
http://purl.obolibrary.org/obo/MP_0006253,http://purl.obolibrary.org/obo/HP_0030084,clinodactyly (MPO),Clinodactyly (HPO),lexical
http://purl.obolibrary.org/obo/MP_0003529,http://purl.obolibrary.org/obo/HP_0008665,enlarged clitoris (MPO),Clitoral hypertrophy (HPO),lexical
http://purl.obolibrary.org/obo/HP_0008665,http://purl.obolibrary.org/obo/MP_0003529,Clitoral hypertrophy (HPO),enlarged clitoris (MPO),lexical
http://purl.obolibrary.org/obo/HP_0004974,http://purl.obolibrary.org/obo/MP_0010525,Coarctation of abdominal aorta (HPO),abdominal aorta coarctation (MPO),lexical
http://purl.obolibrary.org/obo/MP_0010525,http://purl.obolibrary.org/obo/HP_0004974,abdominal aorta coarctation (MPO),Coarctation of abdominal aorta (HPO),lexical
http://purl.obolibrary.org/obo/MP_0003387,http://purl.obolibrary.org/obo/HP_0001680,aorta coarctation (MPO),Coarctation of aorta (HPO),lexical
http://purl.obolibrary.org/obo/HP_0001680,http://purl.obolibrary.org/obo/MP_0003387,Coarctation of aorta (HPO),aorta coarctation (MPO),lexical
http://purl.obolibrary.org/obo/MP_0030074,http://purl.obolibrary.org/obo/HP_0000280,coarse facial features (MPO),Coarse facial features (HPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0000280,http://purl.obolibrary.org/obo/MP_0030074,Coarse facial features (HPO),coarse facial features (MPO),lexical-logical
http://purl.obolibrary.org/obo/MP_0002832,http://purl.obolibrary.org/obo/HP_0002208,coarse hair (MPO),Coarse hair (HPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0002208,http://purl.obolibrary.org/obo/MP_0002832,Coarse hair (HPO),coarse hair (MPO),lexical-logical
http://purl.obolibrary.org/obo/MP_0003147,http://purl.obolibrary.org/obo/HP_0011375,absent cochlea (MPO),Cochlear aplasia (HPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0011375,http://purl.obolibrary.org/obo/MP_0003147,Cochlear aplasia (HPO),absent cochlea (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0005102,http://purl.obolibrary.org/obo/MP_0000032,Cochlear degeneration (HPO),cochlear degeneration (MPO),lexical-logical
http://purl.obolibrary.org/obo/MP_0000032,http://purl.obolibrary.org/obo/HP_0005102,cochlear degeneration (MPO),Cochlear degeneration (HPO),lexical-logical
http://purl.obolibrary.org/obo/MP_0006244,http://purl.obolibrary.org/obo/HP_0031786,eyelid muscle spasm (MPO),Cogan lid twitch (HPO),lexical
http://purl.obolibrary.org/obo/HP_0031786,http://purl.obolibrary.org/obo/MP_0006244,Cogan lid twitch (HPO),eyelid muscle spasm (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002583,http://purl.obolibrary.org/obo/MP_0002816,Colitis (HPO),colitis (MPO),lexical
http://purl.obolibrary.org/obo/MP_0002816,http://purl.obolibrary.org/obo/HP_0002583,colitis (MPO),Colitis (HPO),lexical
http://purl.obolibrary.org/obo/HP_0000589,http://purl.obolibrary.org/obo/MP_0005262,Coloboma (HPO),coloboma (MPO),lexical
http://purl.obolibrary.org/obo/MP_0005262,http://purl.obolibrary.org/obo/HP_0000589,coloboma (MPO),Coloboma (HPO),lexical
http://purl.obolibrary.org/obo/MP_0010406,http://purl.obolibrary.org/obo/HP_0011565,common atrium (MPO),Common atrium (HPO),lexical
http://purl.obolibrary.org/obo/HP_0011565,http://purl.obolibrary.org/obo/MP_0010406,Common atrium (HPO),common atrium (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001334,http://purl.obolibrary.org/obo/MP_0001893,Communicating hydrocephalus (HPO),non-obstructive hydrocephaly (MPO),lexical
http://purl.obolibrary.org/obo/MP_0001893,http://purl.obolibrary.org/obo/HP_0001334,non-obstructive hydrocephaly (MPO),Communicating hydrocephalus (HPO),lexical
http://purl.obolibrary.org/obo/HP_0001674,http://purl.obolibrary.org/obo/MP_0010413,Complete atrioventricular canal defect (HPO),complete atrioventricular septal defect (MPO),lexical
http://purl.obolibrary.org/obo/MP_0010413,http://purl.obolibrary.org/obo/HP_0001674,complete atrioventricular septal defect (MPO),Complete atrioventricular canal defect (HPO),lexical
http://purl.obolibrary.org/obo/MP_0006326,http://purl.obolibrary.org/obo/HP_0000405,conductive hearing impairment (MPO),Conductive hearing impairment (HPO),lexical
http://purl.obolibrary.org/obo/HP_0000405,http://purl.obolibrary.org/obo/MP_0006326,Conductive hearing impairment (HPO),conductive hearing impairment (MPO),lexical
http://purl.obolibrary.org/obo/MP_0003924,http://purl.obolibrary.org/obo/HP_0000776,diaphragmatic hernia (MPO),Congenital diaphragmatic hernia (HPO),lexical
http://purl.obolibrary.org/obo/HP_0000776,http://purl.obolibrary.org/obo/MP_0003924,Congenital diaphragmatic hernia (HPO),diaphragmatic hernia (MPO),lexical
http://purl.obolibrary.org/obo/MP_0006138,http://purl.obolibrary.org/obo/HP_0001635,congestive heart failure (MPO),Congestive heart failure (HPO),lexical
http://purl.obolibrary.org/obo/HP_0001635,http://purl.obolibrary.org/obo/MP_0006138,Congestive heart failure (HPO),congestive heart failure (MPO),lexical
http://purl.obolibrary.org/obo/MP_0030499,http://purl.obolibrary.org/obo/HP_0000698,conical tooth (MPO),Conical tooth (HPO),lexical
http://purl.obolibrary.org/obo/HP_0000698,http://purl.obolibrary.org/obo/MP_0030499,Conical tooth (HPO),conical tooth (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000524,http://purl.obolibrary.org/obo/MP_0006193,Conjunctival telangiectasia (HPO),conjunctival telangiectasia (MPO),lexical-logical
http://purl.obolibrary.org/obo/MP_0006193,http://purl.obolibrary.org/obo/HP_0000524,conjunctival telangiectasia (MPO),Conjunctival telangiectasia (HPO),lexical-logical
http://purl.obolibrary.org/obo/MP_0001852,http://purl.obolibrary.org/obo/HP_0000509,conjunctivitis (MPO),Conjunctivitis (HPO),lexical
http://purl.obolibrary.org/obo/HP_0000509,http://purl.obolibrary.org/obo/MP_0001852,Conjunctivitis (HPO),conjunctivitis (MPO),lexical
http://purl.obolibrary.org/obo/MP_0003267,http://purl.obolibrary.org/obo/HP_0002019,constipation (MPO),Constipation (HPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0002019,http://purl.obolibrary.org/obo/MP_0003267,Constipation (HPO),constipation (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0010774,http://purl.obolibrary.org/obo/MP_0010409,Cor triatriatum (HPO),cor triatriatum (MPO),lexical
http://purl.obolibrary.org/obo/MP_0010409,http://purl.obolibrary.org/obo/HP_0010774,cor triatriatum (MPO),Cor triatriatum (HPO),lexical
http://purl.obolibrary.org/obo/MP_0010411,http://purl.obolibrary.org/obo/HP_0011566,cor triatriatum dextrum (MPO),Cor triatriatum dexter (HPO),lexical
http://purl.obolibrary.org/obo/HP_0011566,http://purl.obolibrary.org/obo/MP_0010411,Cor triatriatum dexter (HPO),cor triatriatum dextrum (MPO),lexical
http://purl.obolibrary.org/obo/MP_0005544,http://purl.obolibrary.org/obo/HP_0000531,corneal deposits (MPO),Corneal crystals (HPO),lexical
http://purl.obolibrary.org/obo/HP_0000531,http://purl.obolibrary.org/obo/MP_0005544,Corneal crystals (HPO),corneal deposits (MPO),lexical
http://purl.obolibrary.org/obo/HP_0011496,http://purl.obolibrary.org/obo/MP_0005542,Corneal neovascularization (HPO),corneal vascularization (MPO),lexical
http://purl.obolibrary.org/obo/MP_0005542,http://purl.obolibrary.org/obo/HP_0011496,corneal vascularization (MPO),Corneal neovascularization (HPO),lexical
http://purl.obolibrary.org/obo/MP_0001314,http://purl.obolibrary.org/obo/HP_0007957,corneal opacity (MPO),Corneal opacity (HPO),lexical
http://purl.obolibrary.org/obo/HP_0007957,http://purl.obolibrary.org/obo/MP_0001314,Corneal opacity (HPO),corneal opacity (MPO),lexical
http://purl.obolibrary.org/obo/MP_0001316,http://purl.obolibrary.org/obo/HP_0000559,corneal scarring (MPO),Corneal scarring (HPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0000559,http://purl.obolibrary.org/obo/MP_0001316,Corneal scarring (HPO),corneal scarring (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0012804,http://purl.obolibrary.org/obo/MP_0009825,Corneal ulceration (HPO),cornea ulcer (MPO),lexical
http://purl.obolibrary.org/obo/MP_0009825,http://purl.obolibrary.org/obo/HP_0012804,cornea ulcer (MPO),Corneal ulceration (HPO),lexical
http://purl.obolibrary.org/obo/HP_0004440,http://purl.obolibrary.org/obo/MP_0030350,Coronal craniosynostosis (HPO),premature coronal suture closure (MPO),lexical
http://purl.obolibrary.org/obo/MP_0030350,http://purl.obolibrary.org/obo/HP_0004440,premature coronal suture closure (MPO),Coronal craniosynostosis (HPO),lexical
http://purl.obolibrary.org/obo/HP_0031563,http://purl.obolibrary.org/obo/MP_0011656,Coronary arteriovenous fistula (HPO),coronary arterio-venous fistula (MPO),lexical
http://purl.obolibrary.org/obo/MP_0011656,http://purl.obolibrary.org/obo/HP_0031563,coronary arterio-venous fistula (MPO),Coronary arteriovenous fistula (HPO),lexical
http://purl.obolibrary.org/obo/MP_0010477,http://purl.obolibrary.org/obo/HP_0030882,coronary artery aneurysm (MPO),Coronary artery aneurysm (HPO),lexical
http://purl.obolibrary.org/obo/HP_0030882,http://purl.obolibrary.org/obo/MP_0010477,Coronary artery aneurysm (HPO),coronary artery aneurysm (MPO),lexical
http://purl.obolibrary.org/obo/HP_0011641,http://purl.obolibrary.org/obo/MP_0010476,Coronary artery fistula (HPO),coronary fistula (MPO),lexical
http://purl.obolibrary.org/obo/MP_0010476,http://purl.obolibrary.org/obo/HP_0011641,coronary fistula (MPO),Coronary artery fistula (HPO),lexical
http://purl.obolibrary.org/obo/MP_0003024,http://purl.obolibrary.org/obo/HP_0005145,coronary artery stenosis (MPO),Coronary artery stenosis (HPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0005145,http://purl.obolibrary.org/obo/MP_0003024,Coronary artery stenosis (HPO),coronary artery stenosis (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0011643,http://purl.obolibrary.org/obo/MP_0010407,Coronary sinus atrial septal defect (HPO),coronary sinus atrial septal defect (MPO),lexical
http://purl.obolibrary.org/obo/MP_0010407,http://purl.obolibrary.org/obo/HP_0011643,coronary sinus atrial septal defect (MPO),Coronary sinus atrial septal defect (HPO),lexical
http://purl.obolibrary.org/obo/MP_0030790,http://purl.obolibrary.org/obo/HP_0002812,coxa vara (MPO),Coxa vara (HPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0002812,http://purl.obolibrary.org/obo/MP_0030790,Coxa vara (HPO),coxa vara (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0004484,http://purl.obolibrary.org/obo/MP_0008863,Craniofacial asymmetry (HPO),craniofacial asymmetry (MPO),lexical
http://purl.obolibrary.org/obo/MP_0008863,http://purl.obolibrary.org/obo/HP_0004484,craniofacial asymmetry (MPO),Craniofacial asymmetry (HPO),lexical
http://purl.obolibrary.org/obo/MP_0030417,http://purl.obolibrary.org/obo/HP_0004493,craniofacial hyperostosis (MPO),Craniofacial hyperostosis (HPO),lexical
http://purl.obolibrary.org/obo/HP_0004493,http://purl.obolibrary.org/obo/MP_0030417,Craniofacial hyperostosis (HPO),craniofacial hyperostosis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0030770,http://purl.obolibrary.org/obo/MP_0008784,Craniorachischisis (HPO),craniorachischisis (MPO),lexical
http://purl.obolibrary.org/obo/MP_0008784,http://purl.obolibrary.org/obo/HP_0030770,craniorachischisis (MPO),Craniorachischisis (HPO),lexical
http://purl.obolibrary.org/obo/MP_0000081,http://purl.obolibrary.org/obo/HP_0001363,premature cranial suture closure (MPO),Craniosynostosis (HPO),lexical
http://purl.obolibrary.org/obo/HP_0001363,http://purl.obolibrary.org/obo/MP_0000081,Craniosynostosis (HPO),premature cranial suture closure (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001126,http://purl.obolibrary.org/obo/MP_0005242,Cryptophthalmos (HPO),cryptophthalmos (MPO),lexical
http://purl.obolibrary.org/obo/MP_0005242,http://purl.obolibrary.org/obo/HP_0001126,cryptophthalmos (MPO),Cryptophthalmos (HPO),lexical
http://purl.obolibrary.org/obo/MP_0002286,http://purl.obolibrary.org/obo/HP_0000028,cryptorchism (MPO),Cryptorchidism (HPO),lexical
http://purl.obolibrary.org/obo/HP_0000028,http://purl.obolibrary.org/obo/MP_0002286,Cryptorchidism (HPO),cryptorchism (MPO),lexical
http://purl.obolibrary.org/obo/MP_0009645,http://purl.obolibrary.org/obo/HP_0020074,crystalluria (MPO),Crystalluria (HPO),lexical
http://purl.obolibrary.org/obo/HP_0020074,http://purl.obolibrary.org/obo/MP_0009645,Crystalluria (HPO),crystalluria (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000378,http://purl.obolibrary.org/obo/MP_0003735,Cupped ear (HPO),cup-shaped ears (MPO),lexical
http://purl.obolibrary.org/obo/MP_0003735,http://purl.obolibrary.org/obo/HP_0000378,cup-shaped ears (MPO),Cupped ear (HPO),lexical
http://purl.obolibrary.org/obo/MP_0000410,http://purl.obolibrary.org/obo/HP_0002212,waved hair (MPO),Curly hair (HPO),lexical
http://purl.obolibrary.org/obo/HP_0002212,http://purl.obolibrary.org/obo/MP_0000410,Curly hair (HPO),waved hair (MPO),lexical
http://purl.obolibrary.org/obo/HP_0031111,http://purl.obolibrary.org/obo/MP_0009469,Cutaneous hamartoma (HPO),increased skin hamartoma incidence (MPO),lexical
http://purl.obolibrary.org/obo/MP_0009469,http://purl.obolibrary.org/obo/HP_0031111,increased skin hamartoma incidence (MPO),Cutaneous hamartoma (HPO),lexical
http://purl.obolibrary.org/obo/MP_0001999,http://purl.obolibrary.org/obo/HP_0000992,photosensitivity (MPO),Cutaneous photosensitivity (HPO),lexical
http://purl.obolibrary.org/obo/HP_0000992,http://purl.obolibrary.org/obo/MP_0001999,Cutaneous photosensitivity (HPO),photosensitivity (MPO),lexical
http://purl.obolibrary.org/obo/MP_0005421,http://purl.obolibrary.org/obo/HP_0000973,loose skin (MPO),Cutis laxa (HPO),lexical
http://purl.obolibrary.org/obo/HP_0000973,http://purl.obolibrary.org/obo/MP_0005421,Cutis laxa (HPO),loose skin (MPO),lexical
http://purl.obolibrary.org/obo/MP_0001575,http://purl.obolibrary.org/obo/HP_0000961,cyanosis (MPO),Cyanosis (HPO),lexical
http://purl.obolibrary.org/obo/HP_0000961,http://purl.obolibrary.org/obo/MP_0001575,Cyanosis (HPO),cyanosis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0009914,http://purl.obolibrary.org/obo/MP_0005163,Cyclopia (HPO),cyclopia (MPO),lexical
http://purl.obolibrary.org/obo/MP_0005163,http://purl.obolibrary.org/obo/HP_0009914,cyclopia (MPO),Cyclopia (HPO),lexical
http://purl.obolibrary.org/obo/MP_0011421,http://purl.obolibrary.org/obo/HP_0012615,cylindruria (MPO),Cylindruria (HPO),lexical
http://purl.obolibrary.org/obo/HP_0012615,http://purl.obolibrary.org/obo/MP_0011421,Cylindruria (HPO),cylindruria (MPO),lexical
http://purl.obolibrary.org/obo/MP_0003266,http://purl.obolibrary.org/obo/HP_0100890,biliary cyst (MPO),Cyst of the ductus choledochus (HPO),lexical
http://purl.obolibrary.org/obo/HP_0100890,http://purl.obolibrary.org/obo/MP_0003266,Cyst of the ductus choledochus (HPO),biliary cyst (MPO),lexical
http://purl.obolibrary.org/obo/HP_0003286,http://purl.obolibrary.org/obo/MP_0030687,Cystathioninemia (HPO),increased circulating cystathionine level (MPO),lexical-logical
http://purl.obolibrary.org/obo/MP_0030687,http://purl.obolibrary.org/obo/HP_0003286,increased circulating cystathionine level (MPO),Cystathioninemia (HPO),lexical-logical
http://purl.obolibrary.org/obo/MP_0030689,http://purl.obolibrary.org/obo/HP_0003153,cystathioninuria (MPO),Cystathioninuria (HPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0003153,http://purl.obolibrary.org/obo/MP_0030689,Cystathioninuria (HPO),cystathioninuria (MPO),lexical-logical
http://purl.obolibrary.org/obo/MP_0020400,http://purl.obolibrary.org/obo/HP_0003131,cystinuria (MPO),Cystinuria (HPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0003131,http://purl.obolibrary.org/obo/MP_0020400,Cystinuria (HPO),cystinuria (MPO),lexical-logical
http://purl.obolibrary.org/obo/MP_0003614,http://purl.obolibrary.org/obo/HP_0100645,urinary bladder prolapse (MPO),Cystocele (HPO),lexical
http://purl.obolibrary.org/obo/HP_0100645,http://purl.obolibrary.org/obo/MP_0003614,Cystocele (HPO),urinary bladder prolapse (MPO),lexical
http://purl.obolibrary.org/obo/PHIPO_0000143,http://purl.obolibrary.org/obo/FYPO_0000653,DNA binding phenotype (PHIPO),DNA binding phenotype (FYPO),lexical
http://purl.obolibrary.org/obo/FYPO_0000653,http://purl.obolibrary.org/obo/PHIPO_0000143,DNA binding phenotype (FYPO),DNA binding phenotype (PHIPO),lexical
http://purl.obolibrary.org/obo/FYPO_0000063,http://purl.obolibrary.org/obo/WBPhenotype_0000742,abnormal DNA recombination (FYPO),DNA recombination variant (WBP),lexical
http://purl.obolibrary.org/obo/WBPhenotype_0000742,http://purl.obolibrary.org/obo/FYPO_0000063,DNA recombination variant (WBP),abnormal DNA recombination (FYPO),lexical
http://purl.obolibrary.org/obo/WBPhenotype_0001938,http://purl.obolibrary.org/obo/DDPHENO_0000242,DNA repair variant (WBP),aberrant DNA repair (DDPHENO),lexical
http://purl.obolibrary.org/obo/DDPHENO_0000242,http://purl.obolibrary.org/obo/WBPhenotype_0001938,aberrant DNA repair (DDPHENO),DNA repair variant (WBP),lexical
http://purl.obolibrary.org/obo/FYPO_0006567,http://purl.obolibrary.org/obo/MP_0008058,abnormal DNA repair (FYPO),abnormal DNA repair (MPO),lexical
http://purl.obolibrary.org/obo/MP_0008058,http://purl.obolibrary.org/obo/FYPO_0006567,abnormal DNA repair (MPO),abnormal DNA repair (FYPO),lexical
http://purl.obolibrary.org/obo/MP_0010176,http://purl.obolibrary.org/obo/HP_0032563,dacryocytosis (MPO),Dacryocytosis (HPO),lexical
http://purl.obolibrary.org/obo/HP_0032563,http://purl.obolibrary.org/obo/MP_0010176,Dacryocytosis (HPO),dacryocytosis (MPO),lexical
http://purl.obolibrary.org/obo/MP_0004893,http://purl.obolibrary.org/obo/HP_0030685,decreased adiponectin level (MPO),Decreased adiponectin level (HPO),lexical
http://purl.obolibrary.org/obo/HP_0030685,http://purl.obolibrary.org/obo/MP_0004893,Decreased adiponectin level (HPO),decreased adiponectin level (MPO),lexical
http://purl.obolibrary.org/obo/HP_0031808,http://purl.obolibrary.org/obo/MP_0002607,Decreased basophil count (HPO),decreased basophil cell number (MPO),lexical-logical
http://purl.obolibrary.org/obo/MP_0002607,http://purl.obolibrary.org/obo/HP_0031808,decreased basophil cell number (MPO),Decreased basophil count (HPO),lexical-logical
http://purl.obolibrary.org/obo/MP_0006086,http://purl.obolibrary.org/obo/HP_0045082,decreased body mass index (MPO),Decreased body mass index (HPO),lexical
http://purl.obolibrary.org/obo/HP_0045082,http://purl.obolibrary.org/obo/MP_0006086,Decreased body mass index (HPO),decreased body mass index (MPO),lexical
http://purl.obolibrary.org/obo/HP_0004325,http://purl.obolibrary.org/obo/MP_0001262,Decreased body weight (HPO),decreased body weight (MPO),lexical-logical
http://purl.obolibrary.org/obo/MP_0001262,http://purl.obolibrary.org/obo/HP_0004325,decreased body weight (MPO),Decreased body weight (HPO),lexical-logical
http://purl.obolibrary.org/obo/MP_0001805,http://purl.obolibrary.org/obo/HP_0004315,decreased IgG level (MPO),Decreased circulating IgG level (HPO),lexical-logical
