defined_class	defined_class_label	affected_entity_1_sub	affected_entity_1_sub_label	affected_entity_1_super	affected_entity_1_super_label	affected_entity_2_sub	affected_entity_2_sub_label	affected_entity_2_super	affected_entity_2_super_label	pato_id	pato_id_label
http://purl.obolibrary.org/obo/ZP_0000982	dopaminergic neuron adjacent to axon anterior-posterior axis spinal cord, abnormal	http://purl.obolibrary.org/obo/GO_0030424	axon	http://purl.obolibrary.org/obo/ZFA_0009301	dopaminergic neuron	http://purl.obolibrary.org/obo/BSPO_0000013	anterior-posterior axis	http://purl.obolibrary.org/obo/ZFA_0000075	spinal cord	http://purl.obolibrary.org/obo/PATO_0002259	adjacent to
http://purl.obolibrary.org/obo/ZP_0010110	dopaminergic neuron adjacent to axon axis hindbrain, abnormal	http://purl.obolibrary.org/obo/GO_0030424	axon	http://purl.obolibrary.org/obo/ZFA_0009301	dopaminergic neuron	http://purl.obolibrary.org/obo/ZFA_0000092	axis	http://purl.obolibrary.org/obo/ZFA_0000029	hindbrain	http://purl.obolibrary.org/obo/PATO_0002259	adjacent to
http://purl.obolibrary.org/obo/ZP_0000983	dopaminergic neuron adjacent to axon axis spinal cord, abnormal	http://purl.obolibrary.org/obo/GO_0030424	axon	http://purl.obolibrary.org/obo/ZFA_0009301	dopaminergic neuron	http://purl.obolibrary.org/obo/ZFA_0000092	axis	http://purl.obolibrary.org/obo/ZFA_0000075	spinal cord	http://purl.obolibrary.org/obo/PATO_0002259	adjacent to
http://purl.obolibrary.org/obo/ZP_0011251	dopaminergic neuron displaced to axon medial region hindbrain, abnormal	http://purl.obolibrary.org/obo/GO_0030424	axon	http://purl.obolibrary.org/obo/ZFA_0009301	dopaminergic neuron	http://purl.obolibrary.org/obo/BSPO_0000083	medial region	http://purl.obolibrary.org/obo/ZFA_0000029	hindbrain	http://purl.obolibrary.org/obo/PATO_0002168	displaced to
http://purl.obolibrary.org/obo/ZP_0012307	dorsal aorta separated from intersegmental vessel intersegmental vessel dorsal longitudinal anastomotic vessel, abnormal	http://purl.obolibrary.org/obo/ZFA_0001285	intersegmental vessel	http://purl.obolibrary.org/obo/ZFA_0000014	dorsal aorta	http://purl.obolibrary.org/obo/ZFA_0001285	intersegmental vessel	http://purl.obolibrary.org/obo/ZFA_0005025	dorsal longitudinal anastomotic vessel	http://purl.obolibrary.org/obo/PATO_0001505	separated from
http://purl.obolibrary.org/obo/ZP_0138438	dorsal lateral line neuromast misaligned with neuromast hair cell neuromast hair cell dorsal lateral line neuromast, abnormal	http://purl.obolibrary.org/obo/ZFA_0009367	neuromast hair cell	http://purl.obolibrary.org/obo/ZFA_0005113	dorsal lateral line neuromast	http://purl.obolibrary.org/obo/ZFA_0009367	neuromast hair cell	http://purl.obolibrary.org/obo/ZFA_0005113	dorsal lateral line neuromast	http://purl.obolibrary.org/obo/PATO_0001654	misaligned with
http://purl.obolibrary.org/obo/ZP_0014030	dorsal longitudinal anastomotic vessel detached from endothelial cell endothelial cell dorsal longitudinal anastomotic vessel, abnormal	http://purl.obolibrary.org/obo/ZFA_0009065	endothelial cell	http://purl.obolibrary.org/obo/ZFA_0005025	dorsal longitudinal anastomotic vessel	http://purl.obolibrary.org/obo/ZFA_0009065	endothelial cell	http://purl.obolibrary.org/obo/ZFA_0005025	dorsal longitudinal anastomotic vessel	http://purl.obolibrary.org/obo/PATO_0001453	detached from
http://purl.obolibrary.org/obo/ZP_0021640	dorsal telencephalon has extra parts of type ventricular zone neuronal stem cell dorsal telencephalon, abnormal	http://purl.obolibrary.org/obo/ZFA_0001083	ventricular zone	http://purl.obolibrary.org/obo/ZFA_0000505	dorsal telencephalon	http://purl.obolibrary.org/obo/ZFA_0009019	neuronal stem cell	http://purl.obolibrary.org/obo/ZFA_0000505	dorsal telencephalon	http://purl.obolibrary.org/obo/PATO_0002002	has extra parts of type
http://purl.obolibrary.org/obo/ZP_0104726	endocardium accumulation endothelial cell anatomical space heart, abnormal	http://purl.obolibrary.org/obo/ZFA_0009065	endothelial cell	http://purl.obolibrary.org/obo/ZFA_0001320	endocardium	http://purl.obolibrary.org/obo/ZFA_0001643	anatomical space	http://purl.obolibrary.org/obo/ZFA_0000114	heart	http://purl.obolibrary.org/obo/PATO_0002269	accumulation
http://purl.obolibrary.org/obo/ZP_0002024	endodermal cell orientation filopodium dorsal-ventral axis whole organism, abnormal	http://purl.obolibrary.org/obo/GO_0030175	filopodium	http://purl.obolibrary.org/obo/ZFA_0009139	endodermal cell	http://purl.obolibrary.org/obo/BSPO_0000016	dorsal-ventral axis	http://purl.obolibrary.org/obo/ZFA_0001094	whole organism	http://purl.obolibrary.org/obo/PATO_0000133	orientation
http://purl.obolibrary.org/obo/ZP_0137513	endolymphatic sac lacks parts or has fewer parts of type basal region cell projection endolymphatic sac, abnormal	http://purl.obolibrary.org/obo/BSPO_0000074	basal region	http://purl.obolibrary.org/obo/ZFA_0005912	endolymphatic sac	http://purl.obolibrary.org/obo/GO_0042995	cell projection	http://purl.obolibrary.org/obo/ZFA_0005912	endolymphatic sac	http://purl.obolibrary.org/obo/PATO_0001999	lacks parts or has fewer parts of type
http://purl.obolibrary.org/obo/ZP_0018242	endothelial cell decreased accumulation filamentous actin dorsal region primordial hindbrain channel, abnormal	http://purl.obolibrary.org/obo/GO_0031941	filamentous actin	http://purl.obolibrary.org/obo/ZFA_0009065	endothelial cell	http://purl.obolibrary.org/obo/BSPO_0000079	dorsal region	http://purl.obolibrary.org/obo/ZFA_0001052	primordial hindbrain channel	http://purl.obolibrary.org/obo/PATO_0002271	decreased accumulation
http://purl.obolibrary.org/obo/ZP_0020195	enterocyte accumulation secretory granule apical side enterocyte, abnormal	http://purl.obolibrary.org/obo/GO_0030141	secretory granule	http://purl.obolibrary.org/obo/ZFA_0009269	enterocyte	http://purl.obolibrary.org/obo/BSPO_0000057	apical side	http://purl.obolibrary.org/obo/ZFA_0009269	enterocyte	http://purl.obolibrary.org/obo/PATO_0002269	accumulation
http://purl.obolibrary.org/obo/ZP_0101600	epicardium increased accumulation cell anatomical region heart vasculature, abnormal	http://purl.obolibrary.org/obo/ZFA_0009000	cell	http://purl.obolibrary.org/obo/ZFA_0005057	epicardium	http://purl.obolibrary.org/obo/BSPO_0000070	anatomical region	http://purl.obolibrary.org/obo/ZFA_0005811	heart vasculature	http://purl.obolibrary.org/obo/PATO_0002270	increased accumulation
http://purl.obolibrary.org/obo/ZP_0009215	epidermis separated from epidermal cell epidermal cell epidermis, abnormal	http://purl.obolibrary.org/obo/ZFA_0009183	epidermal cell	http://purl.obolibrary.org/obo/ZFA_0000105	epidermis	http://purl.obolibrary.org/obo/ZFA_0009183	epidermal cell	http://purl.obolibrary.org/obo/ZFA_0000105	epidermis	http://purl.obolibrary.org/obo/PATO_0001505	separated from
http://purl.obolibrary.org/obo/ZP_0100152	erythroblast has extra parts of type lysosome mitochondrion erythroblast, abnormal	http://purl.obolibrary.org/obo/GO_0005764	lysosome	http://purl.obolibrary.org/obo/ZFA_0005237	erythroblast	http://purl.obolibrary.org/obo/GO_0005739	mitochondrion	http://purl.obolibrary.org/obo/ZFA_0005237	erythroblast	http://purl.obolibrary.org/obo/PATO_0002002	has extra parts of type
http://purl.obolibrary.org/obo/ZP_0010179	eye decreased distance anterior region anterior region eye, abnormal	http://purl.obolibrary.org/obo/BSPO_0000071	anterior region	http://purl.obolibrary.org/obo/ZFA_0000107	eye	http://purl.obolibrary.org/obo/BSPO_0000071	anterior region	http://purl.obolibrary.org/obo/ZFA_0000107	eye	http://purl.obolibrary.org/obo/PATO_0000375	decreased distance
http://purl.obolibrary.org/obo/ZP_0019150	eye photoreceptor cell accumulation photoreceptor inner segment vacuole eye photoreceptor cell, abnormal	http://purl.obolibrary.org/obo/GO_0001917	photoreceptor inner segment	http://purl.obolibrary.org/obo/ZFA_0009154	eye photoreceptor cell	http://purl.obolibrary.org/obo/GO_0005773	vacuole	http://purl.obolibrary.org/obo/ZFA_0009154	eye photoreceptor cell	http://purl.obolibrary.org/obo/PATO_0002269	accumulation
http://purl.obolibrary.org/obo/ZP_0019155	eye photoreceptor cell accumulation photoreceptor inner segment vesicle eye photoreceptor cell, abnormal	http://purl.obolibrary.org/obo/GO_0001917	photoreceptor inner segment	http://purl.obolibrary.org/obo/ZFA_0009154	eye photoreceptor cell	http://purl.obolibrary.org/obo/GO_0031982	vesicle	http://purl.obolibrary.org/obo/ZFA_0009154	eye photoreceptor cell	http://purl.obolibrary.org/obo/PATO_0002269	accumulation
http://purl.obolibrary.org/obo/ZP_0102005	eye photoreceptor cell detached from photoreceptor outer segment photoreceptor inner segment eye photoreceptor cell, abnormal	http://purl.obolibrary.org/obo/GO_0001750	photoreceptor outer segment	http://purl.obolibrary.org/obo/ZFA_0009154	eye photoreceptor cell	http://purl.obolibrary.org/obo/GO_0001917	photoreceptor inner segment	http://purl.obolibrary.org/obo/ZFA_0009154	eye photoreceptor cell	http://purl.obolibrary.org/obo/PATO_0001453	detached from
http://purl.obolibrary.org/obo/ZP_0019149	eye photoreceptor cell has extra parts of type photoreceptor inner segment lysosome eye photoreceptor cell, abnormal	http://purl.obolibrary.org/obo/GO_0001917	photoreceptor inner segment	http://purl.obolibrary.org/obo/ZFA_0009154	eye photoreceptor cell	http://purl.obolibrary.org/obo/GO_0005764	lysosome	http://purl.obolibrary.org/obo/ZFA_0009154	eye photoreceptor cell	http://purl.obolibrary.org/obo/PATO_0002002	has extra parts of type
http://purl.obolibrary.org/obo/ZP_0022861	eye photoreceptor cell has extra parts of type photoreceptor inner segment vesicle eye photoreceptor cell, abnormal	http://purl.obolibrary.org/obo/GO_0001917	photoreceptor inner segment	http://purl.obolibrary.org/obo/ZFA_0009154	eye photoreceptor cell	http://purl.obolibrary.org/obo/GO_0031982	vesicle	http://purl.obolibrary.org/obo/ZFA_0009154	eye photoreceptor cell	http://purl.obolibrary.org/obo/PATO_0002002	has extra parts of type
http://purl.obolibrary.org/obo/ZP_0019151	eye photoreceptor cell has extra parts of type photoreceptor outer segment vesicle eye photoreceptor cell, abnormal	http://purl.obolibrary.org/obo/GO_0001750	photoreceptor outer segment	http://purl.obolibrary.org/obo/ZFA_0009154	eye photoreceptor cell	http://purl.obolibrary.org/obo/GO_0031982	vesicle	http://purl.obolibrary.org/obo/ZFA_0009154	eye photoreceptor cell	http://purl.obolibrary.org/obo/PATO_0002002	has extra parts of type
http://purl.obolibrary.org/obo/ZP_0138658	eye photoreceptor cell separated from synaptic ribbon photoreceptor ribbon synapse eye photoreceptor cell, abnormal	http://purl.obolibrary.org/obo/GO_0098681	synaptic ribbon	http://purl.obolibrary.org/obo/ZFA_0009154	eye photoreceptor cell	http://purl.obolibrary.org/obo/GO_0098684	photoreceptor ribbon synapse	http://purl.obolibrary.org/obo/ZFA_0009154	eye photoreceptor cell	http://purl.obolibrary.org/obo/PATO_0001505	separated from
http://purl.obolibrary.org/obo/ZP_0009180	fast muscle cell misaligned with myofibril myofibril fast muscle cell, abnormal	http://purl.obolibrary.org/obo/GO_0030016	myofibril	http://purl.obolibrary.org/obo/ZFA_0009117	fast muscle cell	http://purl.obolibrary.org/obo/GO_0030016	myofibril	http://purl.obolibrary.org/obo/ZFA_0009117	fast muscle cell	http://purl.obolibrary.org/obo/PATO_0001654	misaligned with
http://purl.obolibrary.org/obo/ZP_0019601	fertilized egg has extra parts of type cortical microtubule cytoskeleton aster fertilized egg, abnormal	http://purl.obolibrary.org/obo/GO_0030981	cortical microtubule cytoskeleton	http://purl.obolibrary.org/obo/ZFA_0005772	fertilized egg	http://purl.obolibrary.org/obo/GO_0005818	aster	http://purl.obolibrary.org/obo/ZFA_0005772	fertilized egg	http://purl.obolibrary.org/obo/PATO_0002002	has extra parts of type
http://purl.obolibrary.org/obo/ZP_0001816	floor plate oriented towards ciliated cell anterior region floor plate, abnormal	http://purl.obolibrary.org/obo/ZFA_0009032	ciliated cell	http://purl.obolibrary.org/obo/ZFA_0000022	floor plate	http://purl.obolibrary.org/obo/BSPO_0000071	anterior region	http://purl.obolibrary.org/obo/ZFA_0000022	floor plate	http://purl.obolibrary.org/obo/PATO_0002448	oriented towards
http://purl.obolibrary.org/obo/ZP_0016584	floor plate separated from cell cell floor plate, abnormal	http://purl.obolibrary.org/obo/ZFA_0009000	cell	http://purl.obolibrary.org/obo/ZFA_0000022	floor plate	http://purl.obolibrary.org/obo/ZFA_0009000	cell	http://purl.obolibrary.org/obo/ZFA_0000022	floor plate	http://purl.obolibrary.org/obo/PATO_0001505	separated from
http://purl.obolibrary.org/obo/ZP_0013191	forerunner cell group attachment quality apical junction complex apical junction complex EVL, abnormal	http://purl.obolibrary.org/obo/GO_0043296	apical junction complex	http://purl.obolibrary.org/obo/ZFA_0000023	forerunner cell group	http://purl.obolibrary.org/obo/GO_0043296	apical junction complex	http://purl.obolibrary.org/obo/ZFA_0000086	EVL	http://purl.obolibrary.org/obo/PATO_0001435	attachment quality
http://purl.obolibrary.org/obo/ZP_0138498	fourth ventricle lacks parts or has fewer parts of type apical side cilium fourth ventricle, abnormal	http://purl.obolibrary.org/obo/BSPO_0000057	apical side	http://purl.obolibrary.org/obo/ZFA_0000110	fourth ventricle	http://purl.obolibrary.org/obo/GO_0005929	cilium	http://purl.obolibrary.org/obo/ZFA_0000110	fourth ventricle	http://purl.obolibrary.org/obo/PATO_0001999	lacks parts or has fewer parts of type
http://purl.obolibrary.org/obo/ZP_0002655	gut epithelium increased distance plasma membrane plasma membrane gut epithelium, abnormal	http://purl.obolibrary.org/obo/GO_0005886	plasma membrane	http://purl.obolibrary.org/obo/ZFA_0005123	gut epithelium	http://purl.obolibrary.org/obo/GO_0005886	plasma membrane	http://purl.obolibrary.org/obo/ZFA_0005123	gut epithelium	http://purl.obolibrary.org/obo/PATO_0000374	increased distance
http://purl.obolibrary.org/obo/ZP_0138512	gut has fewer parts of type apical side microtubule gut, abnormal	http://purl.obolibrary.org/obo/BSPO_0000057	apical side	http://purl.obolibrary.org/obo/ZFA_0000112	gut	http://purl.obolibrary.org/obo/GO_0005874	microtubule	http://purl.obolibrary.org/obo/ZFA_0000112	gut	http://purl.obolibrary.org/obo/PATO_0002001	has fewer parts of type
http://purl.obolibrary.org/obo/ZP_0138510	gut lacks parts or has fewer parts of type apical side gamma-tubulin complex gut, abnormal	http://purl.obolibrary.org/obo/BSPO_0000057	apical side	http://purl.obolibrary.org/obo/ZFA_0000112	gut	http://purl.obolibrary.org/obo/GO_0000930	gamma-tubulin complex	http://purl.obolibrary.org/obo/ZFA_0000112	gut	http://purl.obolibrary.org/obo/PATO_0001999	lacks parts or has fewer parts of type
http://purl.obolibrary.org/obo/ZP_0022329	hair cell distance cytoskeleton of presynaptic active zone presynaptic active zone membrane hair cell, abnormal	http://purl.obolibrary.org/obo/GO_0048788	cytoskeleton of presynaptic active zone	http://purl.obolibrary.org/obo/ZFA_0009366	hair cell	http://purl.obolibrary.org/obo/GO_0048787	presynaptic active zone membrane	http://purl.obolibrary.org/obo/ZFA_0009366	hair cell	http://purl.obolibrary.org/obo/PATO_0000040	distance
http://purl.obolibrary.org/obo/ZP_0021134	hair cell has fewer parts of type cytoskeleton of presynaptic active zone synaptic vesicle hair cell, abnormal	http://purl.obolibrary.org/obo/GO_0048788	cytoskeleton of presynaptic active zone	http://purl.obolibrary.org/obo/ZFA_0009366	hair cell	http://purl.obolibrary.org/obo/GO_0008021	synaptic vesicle	http://purl.obolibrary.org/obo/ZFA_0009366	hair cell	http://purl.obolibrary.org/obo/PATO_0002001	has fewer parts of type
http://purl.obolibrary.org/obo/ZP_0021148	hair cell has fewer parts of type ribbon synapse synaptic vesicle hair cell, abnormal	http://purl.obolibrary.org/obo/GO_0097470	ribbon synapse	http://purl.obolibrary.org/obo/ZFA_0009366	hair cell	http://purl.obolibrary.org/obo/GO_0008021	synaptic vesicle	http://purl.obolibrary.org/obo/ZFA_0009366	hair cell	http://purl.obolibrary.org/obo/PATO_0002001	has fewer parts of type
http://purl.obolibrary.org/obo/ZP_0010956	head has fewer parts of type notochord cell notochord, abnormal	http://purl.obolibrary.org/obo/ZFA_0000135	notochord	http://purl.obolibrary.org/obo/ZFA_0001114	head	http://purl.obolibrary.org/obo/ZFA_0009000	cell	http://purl.obolibrary.org/obo/ZFA_0000135	notochord	http://purl.obolibrary.org/obo/PATO_0002001	has fewer parts of type
http://purl.obolibrary.org/obo/ZP_0137927	head misaligned with condensed chromosome mitotic spindle microtubule head, abnormal	http://purl.obolibrary.org/obo/GO_0000793	condensed chromosome	http://purl.obolibrary.org/obo/ZFA_0001114	head	http://purl.obolibrary.org/obo/GO_1990498	mitotic spindle microtubule	http://purl.obolibrary.org/obo/ZFA_0001114	head	http://purl.obolibrary.org/obo/PATO_0001654	misaligned with
http://purl.obolibrary.org/obo/ZP_0010508	heart primordium fused with left side right side heart primordium, abnormal	http://purl.obolibrary.org/obo/BSPO_0000000	left side	http://purl.obolibrary.org/obo/ZFA_0000028	heart primordium	http://purl.obolibrary.org/obo/BSPO_0000007	right side	http://purl.obolibrary.org/obo/ZFA_0000028	heart primordium	http://purl.obolibrary.org/obo/PATO_0000642	fused with
http://purl.obolibrary.org/obo/ZP_0000680	heart primordium unfused from left side right side heart primordium, abnormal	http://purl.obolibrary.org/obo/BSPO_0000000	left side	http://purl.obolibrary.org/obo/ZFA_0000028	heart primordium	http://purl.obolibrary.org/obo/BSPO_0000007	right side	http://purl.obolibrary.org/obo/ZFA_0000028	heart primordium	http://purl.obolibrary.org/obo/PATO_0000651	unfused from
http://purl.obolibrary.org/obo/ZP_0005855	hematopoietic system accumulation cell anterior region ball, abnormal	http://purl.obolibrary.org/obo/ZFA_0009000	cell	http://purl.obolibrary.org/obo/ZFA_0005023	hematopoietic system	http://purl.obolibrary.org/obo/BSPO_0000071	anterior region	http://purl.obolibrary.org/obo/ZFA_0000006	ball	http://purl.obolibrary.org/obo/PATO_0002269	accumulation
http://purl.obolibrary.org/obo/ZP_0016779	hepatocyte has extra parts of type cytoplasm vacuole hepatocyte, abnormal	http://purl.obolibrary.org/obo/GO_0005737	cytoplasm	http://purl.obolibrary.org/obo/ZFA_0009111	hepatocyte	http://purl.obolibrary.org/obo/GO_0005773	vacuole	http://purl.obolibrary.org/obo/ZFA_0009111	hepatocyte	http://purl.obolibrary.org/obo/PATO_0002002	has extra parts of type
http://purl.obolibrary.org/obo/ZP_0102523	hindbrain adjacent to centrosome centrosome hindbrain, abnormal	http://purl.obolibrary.org/obo/GO_0005813	centrosome	http://purl.obolibrary.org/obo/ZFA_0000029	hindbrain	http://purl.obolibrary.org/obo/GO_0005813	centrosome	http://purl.obolibrary.org/obo/ZFA_0000029	hindbrain	http://purl.obolibrary.org/obo/PATO_0002259	adjacent to
http://purl.obolibrary.org/obo/ZP_0009628	hindbrain cellular adhesivity cell cell hindbrain, abnormal	http://purl.obolibrary.org/obo/ZFA_0009000	cell	http://purl.obolibrary.org/obo/ZFA_0000029	hindbrain	http://purl.obolibrary.org/obo/ZFA_0009000	cell	http://purl.obolibrary.org/obo/ZFA_0000029	hindbrain	http://purl.obolibrary.org/obo/PATO_0001531	cellular adhesivity
http://purl.obolibrary.org/obo/ZP_0020500	hindbrain has fewer parts of type ependymal cell motile cilium ependymal cell, abnormal	http://purl.obolibrary.org/obo/ZFA_0009033	ependymal cell	http://purl.obolibrary.org/obo/ZFA_0000029	hindbrain	http://purl.obolibrary.org/obo/GO_0031514	motile cilium	http://purl.obolibrary.org/obo/ZFA_0009033	ependymal cell	http://purl.obolibrary.org/obo/PATO_0002001	has fewer parts of type
http://purl.obolibrary.org/obo/ZP_0006200	hyosymplectic cartilage fused with dorsal region ventral region ceratohyal cartilage, abnormal	http://purl.obolibrary.org/obo/BSPO_0000079	dorsal region	http://purl.obolibrary.org/obo/ZFA_0001422	hyosymplectic cartilage	http://purl.obolibrary.org/obo/BSPO_0000084	ventral region	http://purl.obolibrary.org/obo/ZFA_0001400	ceratohyal cartilage	http://purl.obolibrary.org/obo/PATO_0000642	fused with
http://purl.obolibrary.org/obo/ZP_0016586	hypochord separated from cell cell hypochord, abnormal	http://purl.obolibrary.org/obo/ZFA_0009000	cell	http://purl.obolibrary.org/obo/ZFA_0000031	hypochord	http://purl.obolibrary.org/obo/ZFA_0009000	cell	http://purl.obolibrary.org/obo/ZFA_0000031	hypochord	http://purl.obolibrary.org/obo/PATO_0001505	separated from
http://purl.obolibrary.org/obo/ZP_0011241	hypocretin-secreting neuron displaced to axon medial region hindbrain, abnormal	http://purl.obolibrary.org/obo/GO_0030424	axon	http://purl.obolibrary.org/obo/ZFA_0005778	hypocretin-secreting neuron	http://purl.obolibrary.org/obo/BSPO_0000083	medial region	http://purl.obolibrary.org/obo/ZFA_0000029	hindbrain	http://purl.obolibrary.org/obo/PATO_0002168	displaced to
http://purl.obolibrary.org/obo/ZP_0103241	hypothalamus lacks parts or has fewer parts of type dorso-medial region peptidergic neuron hypothalamus, abnormal	http://purl.obolibrary.org/obo/BSPO_0000069	dorso-medial region	http://purl.obolibrary.org/obo/ZFA_0000032	hypothalamus	http://purl.obolibrary.org/obo/ZFA_0009062	peptidergic neuron	http://purl.obolibrary.org/obo/ZFA_0000032	hypothalamus	http://purl.obolibrary.org/obo/PATO_0001999	lacks parts or has fewer parts of type
http://purl.obolibrary.org/obo/ZP_0006920	inner ear increased distance posterior-most region anterior-most region pronephric duct, abnormal	http://purl.obolibrary.org/obo/BSPO_0000037	posterior-most region	http://purl.obolibrary.org/obo/ZFA_0000217	inner ear	http://purl.obolibrary.org/obo/BSPO_0000036	anterior-most region	http://purl.obolibrary.org/obo/ZFA_0000150	pronephric duct	http://purl.obolibrary.org/obo/PATO_0000374	increased distance
http://purl.obolibrary.org/obo/ZP_0012177	integument lacks parts or has fewer parts of type macrophage cell projection macrophage, abnormal	http://purl.obolibrary.org/obo/ZFA_0009141	macrophage	http://purl.obolibrary.org/obo/ZFA_0000368	integument	http://purl.obolibrary.org/obo/GO_0042995	cell projection	http://purl.obolibrary.org/obo/ZFA_0009141	macrophage	http://purl.obolibrary.org/obo/PATO_0001999	lacks parts or has fewer parts of type
http://purl.obolibrary.org/obo/ZP_0010931	interrenal primordium unfused from left side right side interrenal primordium, abnormal	http://purl.obolibrary.org/obo/BSPO_0000000	left side	http://purl.obolibrary.org/obo/ZFA_0001346	interrenal primordium	http://purl.obolibrary.org/obo/BSPO_0000007	right side	http://purl.obolibrary.org/obo/ZFA_0001346	interrenal primordium	http://purl.obolibrary.org/obo/PATO_0000651	unfused from
http://purl.obolibrary.org/obo/ZP_0104269	intersegmental vein proportionality to arteriole vein intersegmental vein, abnormal	http://purl.obolibrary.org/obo/ZFA_0005255	arteriole	http://purl.obolibrary.org/obo/ZFA_0001057	intersegmental vein	http://purl.obolibrary.org/obo/ZFA_0000082	vein	http://purl.obolibrary.org/obo/ZFA_0001057	intersegmental vein	http://purl.obolibrary.org/obo/PATO_0001470	proportionality to
http://purl.obolibrary.org/obo/ZP_0004394	intersegmental vessel cellular adhesivity blood vessel endothelial cell blood vessel endothelial cell intersegmental vessel, abnormal	http://purl.obolibrary.org/obo/ZFA_0009036	blood vessel endothelial cell	http://purl.obolibrary.org/obo/ZFA_0001285	intersegmental vessel	http://purl.obolibrary.org/obo/ZFA_0009036	blood vessel endothelial cell	http://purl.obolibrary.org/obo/ZFA_0001285	intersegmental vessel	http://purl.obolibrary.org/obo/PATO_0001531	cellular adhesivity
http://purl.obolibrary.org/obo/ZP_0014029	intersegmental vessel detached from endothelial cell endothelial cell intersegmental vessel, abnormal	http://purl.obolibrary.org/obo/ZFA_0009065	endothelial cell	http://purl.obolibrary.org/obo/ZFA_0001285	intersegmental vessel	http://purl.obolibrary.org/obo/ZFA_0009065	endothelial cell	http://purl.obolibrary.org/obo/ZFA_0001285	intersegmental vessel	http://purl.obolibrary.org/obo/PATO_0001453	detached from
http://purl.obolibrary.org/obo/ZP_0012020	intersegmental vessel dissociated from endothelial tip cell vascular sprouts intersegmental vessel, abnormal	http://purl.obolibrary.org/obo/ZFA_0009303	endothelial tip cell	http://purl.obolibrary.org/obo/ZFA_0001285	intersegmental vessel	http://purl.obolibrary.org/obo/ZFA_0005559	vascular sprouts	http://purl.obolibrary.org/obo/ZFA_0001285	intersegmental vessel	http://purl.obolibrary.org/obo/PATO_0001738	dissociated from
http://purl.obolibrary.org/obo/ZP_0103176	intersegmental vessel has fewer parts of type endothelial tip cell filopodium endothelial tip cell, abnormal	http://purl.obolibrary.org/obo/ZFA_0009303	endothelial tip cell	http://purl.obolibrary.org/obo/ZFA_0001285	intersegmental vessel	http://purl.obolibrary.org/obo/GO_0030175	filopodium	http://purl.obolibrary.org/obo/ZFA_0009303	endothelial tip cell	http://purl.obolibrary.org/obo/PATO_0002001	has fewer parts of type
http://purl.obolibrary.org/obo/ZP_0012018	intersegmental vessel lacks parts or has fewer parts of type dorsal region cell junction endothelial cell, abnormal	http://purl.obolibrary.org/obo/BSPO_0000079	dorsal region	http://purl.obolibrary.org/obo/ZFA_0001285	intersegmental vessel	http://purl.obolibrary.org/obo/GO_0030054	cell junction	http://purl.obolibrary.org/obo/ZFA_0009065	endothelial cell	http://purl.obolibrary.org/obo/PATO_0001999	lacks parts or has fewer parts of type
http://purl.obolibrary.org/obo/ZP_0003510	intestinal epithelium has fewer parts of type anterior region microvillus epithelial cell, abnormal	http://purl.obolibrary.org/obo/BSPO_0000071	anterior region	http://purl.obolibrary.org/obo/ZFA_0005124	intestinal epithelium	http://purl.obolibrary.org/obo/GO_0005902	microvillus	http://purl.obolibrary.org/obo/ZFA_0009034	epithelial cell	http://purl.obolibrary.org/obo/PATO_0002001	has fewer parts of type
http://purl.obolibrary.org/obo/ZP_0100298	lateral crista has extra parts of type ciliary shaft intraciliary transport particle lateral crista, abnormal	http://purl.obolibrary.org/obo/GO_0097544	ciliary shaft	http://purl.obolibrary.org/obo/ZFA_0000166	lateral crista	http://purl.obolibrary.org/obo/GO_0030990	intraciliary transport particle	http://purl.obolibrary.org/obo/ZFA_0000166	lateral crista	http://purl.obolibrary.org/obo/PATO_0002002	has extra parts of type
http://purl.obolibrary.org/obo/ZP_0021146	lateral crista has fewer parts of type hair cell ribbon synapse hair cell, abnormal	http://purl.obolibrary.org/obo/ZFA_0009366	hair cell	http://purl.obolibrary.org/obo/ZFA_0000166	lateral crista	http://purl.obolibrary.org/obo/GO_0097470	ribbon synapse	http://purl.obolibrary.org/obo/ZFA_0009366	hair cell	http://purl.obolibrary.org/obo/PATO_0002001	has fewer parts of type
http://purl.obolibrary.org/obo/ZP_0102950	lens epithelium orientation nucleus anatomical surface lens, abnormal	http://purl.obolibrary.org/obo/GO_0005634	nucleus	http://purl.obolibrary.org/obo/ZFA_0001326	lens epithelium	http://purl.obolibrary.org/obo/BSPO_0000005	anatomical surface	http://purl.obolibrary.org/obo/ZFA_0000035	lens	http://purl.obolibrary.org/obo/PATO_0000133	orientation
http://purl.obolibrary.org/obo/ZP_0022440	macrophage accumulation apoptotic body lysosome macrophage, abnormal	http://purl.obolibrary.org/obo/GO_0097189	apoptotic body	http://purl.obolibrary.org/obo/ZFA_0009141	macrophage	http://purl.obolibrary.org/obo/GO_0005764	lysosome	http://purl.obolibrary.org/obo/ZFA_0009141	macrophage	http://purl.obolibrary.org/obo/PATO_0002269	accumulation
http://purl.obolibrary.org/obo/ZP_0021143	macula saccule has fewer parts of type hair cell synaptic vesicle hair cell, abnormal	http://purl.obolibrary.org/obo/ZFA_0009366	hair cell	http://purl.obolibrary.org/obo/ZFA_0007000	macula saccule	http://purl.obolibrary.org/obo/GO_0008021	synaptic vesicle	http://purl.obolibrary.org/obo/ZFA_0009366	hair cell	http://purl.obolibrary.org/obo/PATO_0002001	has fewer parts of type
